code,region,lugar_de_destino,periodo,total
09,Cataluña,Infiltraciones al terreno,2020,"0,00"
09,Cataluña,Infiltraciones al terreno,2018,"0,10"
09,Cataluña,Infiltraciones al terreno,2016,"0,10"
09,Cataluña,Infiltraciones al terreno,2014,"0,10"
09,Cataluña,Infiltraciones al terreno,2013,"0,10"
09,Cataluña,Infiltraciones al terreno,2012,..
09,Cataluña,Infiltraciones al terreno,2011,..
09,Cataluña,Infiltraciones al terreno,2010,..
09,Cataluña,Infiltraciones al terreno,2009,..
09,Cataluña,Infiltraciones al terreno,2008,..
09,Cataluña,Infiltraciones al terreno,2007,..
09,Cataluña,Infiltraciones al terreno,2006,..
09,Cataluña,Infiltraciones al terreno,2005,..
09,Cataluña,Infiltraciones al terreno,2004,..
09,Cataluña,Infiltraciones al terreno,2003,..
09,Cataluña,Infiltraciones al terreno,2002,..
09,Cataluña,Infiltraciones al terreno,2001,..
09,Cataluña,Infiltraciones al terreno,2000,..
09,Cataluña,Otros,2022,"0,06"
09,Cataluña,Otros,2020,"0,00"
09,Cataluña,Otros,2018,"0,00"
09,Cataluña,Otros,2016,"0,00"
09,Cataluña,Otros,2014,"0,00"
09,Cataluña,Otros,2013,"0,00"
09,Cataluña,Otros,2012,..
09,Cataluña,Otros,2011,..
09,Cataluña,Otros,2010,..
09,Cataluña,Otros,2009,..
09,Cataluña,Otros,2008,..
09,Cataluña,Otros,2007,..
09,Cataluña,Otros,2006,..
09,Cataluña,Otros,2005,..
09,Cataluña,Otros,2004,..
09,Cataluña,Otros,2003,..
09,Cataluña,Otros,2002,..
09,Cataluña,Otros,2001,..
09,Cataluña,Otros,2000,..
10,Comunitat Valenciana,Al mar,2022,"25,62"
10,Comunitat Valenciana,Al mar,2020,"24,40"
10,Comunitat Valenciana,Al mar,2018,"23,00"
10,Comunitat Valenciana,Al mar,2016,"16,50"
10,Comunitat Valenciana,Al mar,2014,"21,90"
10,Comunitat Valenciana,Al mar,2013,"26,10"
10,Comunitat Valenciana,Al mar,2012,..
10,Comunitat Valenciana,Al mar,2011,..
10,Comunitat Valenciana,Al mar,2010,..
10,Comunitat Valenciana,Al mar,2009,..
10,Comunitat Valenciana,Al mar,2008,..
10,Comunitat Valenciana,Al mar,2007,..
10,Comunitat Valenciana,Al mar,2006,..
10,Comunitat Valenciana,Al mar,2005,..
10,Comunitat Valenciana,Al mar,2004,..
10,Comunitat Valenciana,Al mar,2003,..
10,Comunitat Valenciana,Al mar,2002,..
10,Comunitat Valenciana,Al mar,2001,..
10,Comunitat Valenciana,Al mar,2000,..
10,Comunitat Valenciana,A un cauce fluvial,2022,"25,58"
10,Comunitat Valenciana,A un cauce fluvial,2020,"33,10"
10,Comunitat Valenciana,A un cauce fluvial,2018,"32,50"
10,Comunitat Valenciana,A un cauce fluvial,2016,"33,60"
10,Comunitat Valenciana,A un cauce fluvial,2014,"17,40"
10,Comunitat Valenciana,A un cauce fluvial,2013,"17,00"
10,Comunitat Valenciana,A un cauce fluvial,2012,..
10,Comunitat Valenciana,A un cauce fluvial,2011,..
10,Comunitat Valenciana,A un cauce fluvial,2010,..
10,Comunitat Valenciana,A un cauce fluvial,2009,..
10,Comunitat Valenciana,A un cauce fluvial,2008,..
10,Comunitat Valenciana,A un cauce fluvial,2007,..
10,Comunitat Valenciana,A un cauce fluvial,2006,..
10,Comunitat Valenciana,A un cauce fluvial,2005,..
10,Comunitat Valenciana,A un cauce fluvial,2004,..
10,Comunitat Valenciana,A un cauce fluvial,2003,..
10,Comunitat Valenciana,A un cauce fluvial,2002,..
10,Comunitat Valenciana,A un cauce fluvial,2001,..
10,Comunitat Valenciana,A un cauce fluvial,2000,..
10,Comunitat Valenciana,Agua reutilizada,2022,"34,93"
10,Comunitat Valenciana,Agua reutilizada,2020,"42,50"
10,Comunitat Valenciana,Agua reutilizada,2018,"42,70"
10,Comunitat Valenciana,Agua reutilizada,2016,"47,50"
10,Comunitat Valenciana,Agua reutilizada,2014,"59,40"
10,Comunitat Valenciana,Agua reutilizada,2013,"54,80"
10,Comunitat Valenciana,Agua reutilizada,2012,..
10,Comunitat Valenciana,Agua reutilizada,2011,..
10,Comunitat Valenciana,Agua reutilizada,2010,..
10,Comunitat Valenciana,Agua reutilizada,2009,..
10,Comunitat Valenciana,Agua reutilizada,2008,..
10,Comunitat Valenciana,Agua reutilizada,2007,..
10,Comunitat Valenciana,Agua reutilizada,2006,..
10,Comunitat Valenciana,Agua reutilizada,2005,..
10,Comunitat Valenciana,Agua reutilizada,2004,..
10,Comunitat Valenciana,Agua reutilizada,2003,..
10,Comunitat Valenciana,Agua reutilizada,2002,..
10,Comunitat Valenciana,Agua reutilizada,2001,..
10,Comunitat Valenciana,Agua reutilizada,2000,..
10,Comunitat Valenciana,Infiltraciones al terreno,2022,"6,94"
10,Comunitat Valenciana,Infiltraciones al terreno,2020,"0,00"
10,Comunitat Valenciana,Infiltraciones al terreno,2018,"1,80"
10,Comunitat Valenciana,Infiltraciones al terreno,2016,"2,40"
10,Comunitat Valenciana,Infiltraciones al terreno,2014,"1,30"
10,Comunitat Valenciana,Infiltraciones al terreno,2013,"2,10"
10,Comunitat Valenciana,Infiltraciones al terreno,2012,..
10,Comunitat Valenciana,Infiltraciones al terreno,2011,..
10,Comunitat Valenciana,Infiltraciones al terreno,2010,..
10,Comunitat Valenciana,Infiltraciones al terreno,2009,..
10,Comunitat Valenciana,Infiltraciones al terreno,2008,..
10,Comunitat Valenciana,Infiltraciones al terreno,2007,..
10,Comunitat Valenciana,Infiltraciones al terreno,2006,..
10,Comunitat Valenciana,Infiltraciones al terreno,2005,..
10,Comunitat Valenciana,Infiltraciones al terreno,2004,..
10,Comunitat Valenciana,Infiltraciones al terreno,2003,..
10,Comunitat Valenciana,Infiltraciones al terreno,2002,..
10,Comunitat Valenciana,Infiltraciones al terreno,2001,..
10,Comunitat Valenciana,Infiltraciones al terreno,2000,..
10,Comunitat Valenciana,Otros,2022,"6,94"
10,Comunitat Valenciana,Otros,2020,"0,00"
10,Comunitat Valenciana,Otros,2018,"0,00"
10,Comunitat Valenciana,Otros,2016,"0,00"
10,Comunitat Valenciana,Otros,2014,"0,00"
10,Comunitat Valenciana,Otros,2013,"0,00"
10,Comunitat Valenciana,Otros,2012,..
10,Comunitat Valenciana,Otros,2011,..
10,Comunitat Valenciana,Otros,2010,..
10,Comunitat Valenciana,Otros,2009,..
10,Comunitat Valenciana,Otros,2008,..
10,Comunitat Valenciana,Otros,2007,..
10,Comunitat Valenciana,Otros,2006,..
10,Comunitat Valenciana,Otros,2005,..
10,Comunitat Valenciana,Otros,2004,..
10,Comunitat Valenciana,Otros,2003,..
10,Comunitat Valenciana,Otros,2002,..
10,Comunitat Valenciana,Otros,2001,..
10,Comunitat Valenciana,Otros,2000,..
11,Extremadura,Al mar,2022,"0,00"
11,Extremadura,Al mar,2020,"0,00"
11,Extremadura,Al mar,2018,"0,00"
11,Extremadura,Al mar,2016,"0,00"
11,Extremadura,Al mar,2014,"0,00"
11,Extremadura,Al mar,2013,"0,00"
11,Extremadura,Al mar,2012,..
11,Extremadura,Al mar,2011,..
11,Extremadura,Al mar,2010,..
11,Extremadura,Al mar,2009,..
11,Extremadura,Al mar,2008,..
11,Extremadura,Al mar,2007,..
11,Extremadura,Al mar,2006,..
11,Extremadura,Al mar,2005,..
11,Extremadura,Al mar,2004,..
11,Extremadura,Al mar,2003,..
11,Extremadura,Al mar,2002,..
11,Extremadura,Al mar,2001,..
11,Extremadura,Al mar,2000,..
11,Extremadura,A un cauce fluvial,2022,"100,00"
11,Extremadura,A un cauce fluvial,2020,"100,00"
11,Extremadura,A un cauce fluvial,2018,"100,00"
11,Extremadura,A un cauce fluvial,2016,"100,00"
11,Extremadura,A un cauce fluvial,2014,"100,00"
11,Extremadura,A un cauce fluvial,2013,"100,00"
11,Extremadura,A un cauce fluvial,2012,..
11,Extremadura,A un cauce fluvial,2011,..
11,Extremadura,A un cauce fluvial,2010,..
11,Extremadura,A un cauce fluvial,2009,..
11,Extremadura,A un cauce fluvial,2008,..
11,Extremadura,A un cauce fluvial,2007,..
11,Extremadura,A un cauce fluvial,2006,..
11,Extremadura,A un cauce fluvial,2005,..
11,Extremadura,A un cauce fluvial,2004,..
11,Extremadura,A un cauce fluvial,2003,..
11,Extremadura,A un cauce fluvial,2002,..
11,Extremadura,A un cauce fluvial,2001,..
11,Extremadura,A un cauce fluvial,2000,..
11,Extremadura,Agua reutilizada,2022,"0,00"
11,Extremadura,Agua reutilizada,2020,"0,00"
11,Extremadura,Agua reutilizada,2018,"0,00"
11,Extremadura,Agua reutilizada,2016,"0,00"
11,Extremadura,Agua reutilizada,2014,"0,00"
11,Extremadura,Agua reutilizada,2013,"0,00"
11,Extremadura,Agua reutilizada,2012,..
11,Extremadura,Agua reutilizada,2011,..
11,Extremadura,Agua reutilizada,2010,..
11,Extremadura,Agua reutilizada,2009,..
11,Extremadura,Agua reutilizada,2008,..
11,Extremadura,Agua reutilizada,2007,..
11,Extremadura,Agua reutilizada,2006,..
11,Extremadura,Agua reutilizada,2005,..
11,Extremadura,Agua reutilizada,2004,..
11,Extremadura,Agua reutilizada,2003,..
11,Extremadura,Agua reutilizada,2002,..
11,Extremadura,Agua reutilizada,2001,..
11,Extremadura,Agua reutilizada,2000,..
11,Extremadura,Infiltraciones al terreno,2022,"0,00"
11,Extremadura,Infiltraciones al terreno,2020,"0,00"
11,Extremadura,Infiltraciones al terreno,2018,"0,00"
11,Extremadura,Infiltraciones al terreno,2016,"0,00"
11,Extremadura,Infiltraciones al terreno,2014,"0,00"
11,Extremadura,Infiltraciones al terreno,2013,"0,00"
11,Extremadura,Infiltraciones al terreno,2012,..
11,Extremadura,Infiltraciones al terreno,2011,..
11,Extremadura,Infiltraciones al terreno,2010,..
11,Extremadura,Infiltraciones al terreno,2009,..
11,Extremadura,Infiltraciones al terreno,2008,..
11,Extremadura,Infiltraciones al terreno,2007,..
11,Extremadura,Infiltraciones al terreno,2006,..
11,Extremadura,Infiltraciones al terreno,2005,..
11,Extremadura,Infiltraciones al terreno,2004,..
11,Extremadura,Infiltraciones al terreno,2003,..
11,Extremadura,Infiltraciones al terreno,2002,..
11,Extremadura,Infiltraciones al terreno,2001,..
11,Extremadura,Infiltraciones al terreno,2000,..
11,Extremadura,Otros,2022,"0,00"
11,Extremadura,Otros,2020,"0,00"
11,Extremadura,Otros,2018,"0,00"
11,Extremadura,Otros,2016,"0,00"
11,Extremadura,Otros,2014,"0,00"
11,Extremadura,Otros,2013,"0,00"
11,Extremadura,Otros,2012,..
11,Extremadura,Otros,2011,..
11,Extremadura,Otros,2010,..
11,Extremadura,Otros,2009,..
11,Extremadura,Otros,2008,..
11,Extremadura,Otros,2007,..
11,Extremadura,Otros,2006,..
11,Extremadura,Otros,2005,..
11,Extremadura,Otros,2004,..
11,Extremadura,Otros,2003,..
11,Extremadura,Otros,2002,..
11,Extremadura,Otros,2001,..
11,Extremadura,Otros,2000,..
12,Galicia,Al mar,2022,"37,89"
12,Galicia,Al mar,2020,"29,90"
12,Galicia,Al mar,2018,"22,30"
12,Galicia,Al mar,2016,"30,50"
12,Galicia,Al mar,2014,"45,50"
12,Galicia,Al mar,2013,"42,70"
12,Galicia,Al mar,2012,..
12,Galicia,Al mar,2011,..
12,Galicia,Al mar,2010,..
12,Galicia,Al mar,2009,..
12,Galicia,Al mar,2008,..
12,Galicia,Al mar,2007,..
12,Galicia,Al mar,2006,..
12,Galicia,Al mar,2005,..
12,Galicia,Al mar,2004,..
12,Galicia,Al mar,2003,..
12,Galicia,Al mar,2002,..
12,Galicia,Al mar,2001,..
12,Galicia,Al mar,2000,..
12,Galicia,A un cauce fluvial,2022,"62,02"
12,Galicia,A un cauce fluvial,2020,"58,40"
12,Galicia,A un cauce fluvial,2018,"59,50"
12,Galicia,A un cauce fluvial,2016,"60,70"
12,Galicia,A un cauce fluvial,2014,"54,40"
12,Galicia,A un cauce fluvial,2013,"57,30"
12,Galicia,A un cauce fluvial,2012,..
12,Galicia,A un cauce fluvial,2011,..
12,Galicia,A un cauce fluvial,2010,..
12,Galicia,A un cauce fluvial,2009,..
12,Galicia,A un cauce fluvial,2008,..
12,Galicia,A un cauce fluvial,2007,..
12,Galicia,A un cauce fluvial,2006,..
12,Galicia,A un cauce fluvial,2005,..
12,Galicia,A un cauce fluvial,2004,..
12,Galicia,A un cauce fluvial,2003,..
12,Galicia,A un cauce fluvial,2002,..
12,Galicia,A un cauce fluvial,2001,..
12,Galicia,A un cauce fluvial,2000,..
12,Galicia,Agua reutilizada,2022,"0,06"
12,Galicia,Agua reutilizada,2020,"8,60"
12,Galicia,Agua reutilizada,2018,"18,20"
12,Galicia,Agua reutilizada,2016,"8,80"
12,Galicia,Agua reutilizada,2014,"0,10"
12,Galicia,Agua reutilizada,2013,"0,00"
12,Galicia,Agua reutilizada,2012,..
12,Galicia,Agua reutilizada,2011,..
12,Galicia,Agua reutilizada,2010,..
12,Galicia,Agua reutilizada,2009,..
12,Galicia,Agua reutilizada,2008,..
12,Galicia,Agua reutilizada,2007,..
12,Galicia,Agua reutilizada,2006,..
12,Galicia,Agua reutilizada,2005,..
12,Galicia,Agua reutilizada,2004,..
12,Galicia,Agua reutilizada,2003,..
12,Galicia,Agua reutilizada,2002,..
12,Galicia,Agua reutilizada,2001,..
12,Galicia,Agua reutilizada,2000,..
12,Galicia,Infiltraciones al terreno,2022,"0,02"
12,Galicia,Infiltraciones al terreno,2020,"3,10"
12,Galicia,Infiltraciones al terreno,2018,"0,00"
12,Galicia,Infiltraciones al terreno,2016,"0,00"
12,Galicia,Infiltraciones al terreno,2014,"0,00"
12,Galicia,Infiltraciones al terreno,2013,"0,00"
12,Galicia,Infiltraciones al terreno,2012,..
12,Galicia,Infiltraciones al terreno,2011,..
12,Galicia,Infiltraciones al terreno,2010,..
12,Galicia,Infiltraciones al terreno,2009,..
12,Galicia,Infiltraciones al terreno,2008,..
12,Galicia,Infiltraciones al terreno,2007,..
12,Galicia,Infiltraciones al terreno,2006,..
12,Galicia,Infiltraciones al terreno,2005,..
12,Galicia,Infiltraciones al terreno,2004,..
12,Galicia,Infiltraciones al terreno,2003,..
12,Galicia,Infiltraciones al terreno,2002,..
12,Galicia,Infiltraciones al terreno,2001,..
12,Galicia,Infiltraciones al terreno,2000,..
12,Galicia,Otros,2022,"0,02"
12,Galicia,Otros,2020,"0,00"
12,Galicia,Otros,2018,"0,00"
12,Galicia,Otros,2016,"0,00"
12,Galicia,Otros,2014,"0,00"
12,Galicia,Otros,2013,"0,00"
12,Galicia,Otros,2012,..
12,Galicia,Otros,2011,..
12,Galicia,Otros,2010,..
12,Galicia,Otros,2009,..
12,Galicia,Otros,2008,..
12,Galicia,Otros,2007,..
12,Galicia,Otros,2006,..
12,Galicia,Otros,2005,..
12,Galicia,Otros,2004,..
12,Galicia,Otros,2003,..
12,Galicia,Otros,2002,..
12,Galicia,Otros,2001,..
12,Galicia,Otros,2000,..
13,"Madrid, Comunidad de",Al mar,2022,"0,00"
13,"Madrid, Comunidad de",Al mar,2020,"0,00"
13,"Madrid, Comunidad de",Al mar,2018,"0,00"
13,"Madrid, Comunidad de",Al mar,2016,"0,00"
13,"Madrid, Comunidad de",Al mar,2014,"0,00"
13,"Madrid, Comunidad de",Al mar,2013,"0,00"
13,"Madrid, Comunidad de",Al mar,2012,..
13,"Madrid, Comunidad de",Al mar,2011,..
13,"Madrid, Comunidad de",Al mar,2010,..
13,"Madrid, Comunidad de",Al mar,2009,..
13,"Madrid, Comunidad de",Al mar,2008,..
13,"Madrid, Comunidad de",Al mar,2007,..
13,"Madrid, Comunidad de",Al mar,2006,..
13,"Madrid, Comunidad de",Al mar,2005,..
13,"Madrid, Comunidad de",Al mar,2004,..
13,"Madrid, Comunidad de",Al mar,2003,..
13,"Madrid, Comunidad de",Al mar,2002,..
13,"Madrid, Comunidad de",Al mar,2001,..
13,"Madrid, Comunidad de",Al mar,2000,..
13,"Madrid, Comunidad de",A un cauce fluvial,2022,"96,22"
13,"Madrid, Comunidad de",A un cauce fluvial,2020,"97,40"
13,"Madrid, Comunidad de",A un cauce fluvial,2018,"97,70"
13,"Madrid, Comunidad de",A un cauce fluvial,2016,"97,70"
13,"Madrid, Comunidad de",A un cauce fluvial,2014,"97,60"
13,"Madrid, Comunidad de",A un cauce fluvial,2013,"97,80"
13,"Madrid, Comunidad de",A un cauce fluvial,2012,..
13,"Madrid, Comunidad de",A un cauce fluvial,2011,..
13,"Madrid, Comunidad de",A un cauce fluvial,2010,..
13,"Madrid, Comunidad de",A un cauce fluvial,2009,..
13,"Madrid, Comunidad de",A un cauce fluvial,2008,..
13,"Madrid, Comunidad de",A un cauce fluvial,2007,..
13,"Madrid, Comunidad de",A un cauce fluvial,2006,..
13,"Madrid, Comunidad de",A un cauce fluvial,2005,..
13,"Madrid, Comunidad de",A un cauce fluvial,2004,..
13,"Madrid, Comunidad de",A un cauce fluvial,2003,..
13,"Madrid, Comunidad de",A un cauce fluvial,2002,..
13,"Madrid, Comunidad de",A un cauce fluvial,2001,..
13,"Madrid, Comunidad de",A un cauce fluvial,2000,..
13,"Madrid, Comunidad de",Agua reutilizada,2022,"3,78"
13,"Madrid, Comunidad de",Agua reutilizada,2020,"2,60"
13,"Madrid, Comunidad de",Agua reutilizada,2018,"2,30"
13,"Madrid, Comunidad de",Agua reutilizada,2016,"2,30"
13,"Madrid, Comunidad de",Agua reutilizada,2014,"2,40"
13,"Madrid, Comunidad de",Agua reutilizada,2013,"1,70"
13,"Madrid, Comunidad de",Agua reutilizada,2012,..
13,"Madrid, Comunidad de",Agua reutilizada,2011,..
13,"Madrid, Comunidad de",Agua reutilizada,2010,..
13,"Madrid, Comunidad de",Agua reutilizada,2009,..
13,"Madrid, Comunidad de",Agua reutilizada,2008,..
13,"Madrid, Comunidad de",Agua reutilizada,2007,..
13,"Madrid, Comunidad de",Agua reutilizada,2006,..
13,"Madrid, Comunidad de",Agua reutilizada,2005,..
13,"Madrid, Comunidad de",Agua reutilizada,2004,..
13,"Madrid, Comunidad de",Agua reutilizada,2003,..
13,"Madrid, Comunidad de",Agua reutilizada,2002,..
13,"Madrid, Comunidad de",Agua reutilizada,2001,..
13,"Madrid, Comunidad de",Agua reutilizada,2000,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2022,"0,00"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2020,"0,00"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2018,"0,00"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2016,"0,00"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2014,"0,00"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2013,"0,50"
13,"Madrid, Comunidad de",Infiltraciones al terreno,2012,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2011,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2010,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2009,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2008,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2007,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2006,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2005,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2004,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2003,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2002,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2001,..
13,"Madrid, Comunidad de",Infiltraciones al terreno,2000,..
13,"Madrid, Comunidad de",Otros,2022,"0,00"
13,"Madrid, Comunidad de",Otros,2020,"0,00"
13,"Madrid, Comunidad de",Otros,2018,"0,00"
13,"Madrid, Comunidad de",Otros,2016,"0,00"
13,"Madrid, Comunidad de",Otros,2014,"0,00"
13,"Madrid, Comunidad de",Otros,2013,"0,00"
13,"Madrid, Comunidad de",Otros,2012,..
13,"Madrid, Comunidad de",Otros,2011,..
13,"Madrid, Comunidad de",Otros,2010,..
13,"Madrid, Comunidad de",Otros,2009,..
13,"Madrid, Comunidad de",Otros,2008,..
13,"Madrid, Comunidad de",Otros,2007,..
13,"Madrid, Comunidad de",Otros,2006,..
13,"Madrid, Comunidad de",Otros,2005,..
13,"Madrid, Comunidad de",Otros,2004,..
13,"Madrid, Comunidad de",Otros,2003,..
13,"Madrid, Comunidad de",Otros,2002,..
13,"Madrid, Comunidad de",Otros,2001,..
13,"Madrid, Comunidad de",Otros,2000,..
14,"Murcia, Región de",Al mar,2022,"11,30"
14,"Murcia, Región de",Al mar,2020,"2,10"
14,"Murcia, Región de",Al mar,2018,"1,50"
14,"Murcia, Región de",Al mar,2016,"11,50"
14,"Murcia, Región de",Al mar,2014,"10,40"
14,"Murcia, Región de",Al mar,2013,"5,00"
14,"Murcia, Región de",Al mar,2012,..
14,"Murcia, Región de",Al mar,2011,..
14,"Murcia, Región de",Al mar,2010,..
14,"Murcia, Región de",Al mar,2009,..
14,"Murcia, Región de",Al mar,2008,..
14,"Murcia, Región de",Al mar,2007,..
14,"Murcia, Región de",Al mar,2006,..
14,"Murcia, Región de",Al mar,2005,..
14,"Murcia, Región de",Al mar,2004,..
14,"Murcia, Región de",Al mar,2003,..
14,"Murcia, Región de",Al mar,2002,..
14,"Murcia, Región de",Al mar,2001,..
14,"Murcia, Región de",Al mar,2000,..
14,"Murcia, Región de",A un cauce fluvial,2022,"19,50"
14,"Murcia, Región de",A un cauce fluvial,2020,"6,50"
14,"Murcia, Región de",A un cauce fluvial,2018,"2,90"
14,"Murcia, Región de",A un cauce fluvial,2016,"16,70"
14,"Murcia, Región de",A un cauce fluvial,2014,"35,70"
14,"Murcia, Región de",A un cauce fluvial,2013,"33,20"
14,"Murcia, Región de",A un cauce fluvial,2012,..
14,"Murcia, Región de",A un cauce fluvial,2011,..
14,"Murcia, Región de",A un cauce fluvial,2010,..
14,"Murcia, Región de",A un cauce fluvial,2009,..
14,"Murcia, Región de",A un cauce fluvial,2008,..
14,"Murcia, Región de",A un cauce fluvial,2007,..
14,"Murcia, Región de",A un cauce fluvial,2006,..
14,"Murcia, Región de",A un cauce fluvial,2005,..
14,"Murcia, Región de",A un cauce fluvial,2004,..
14,"Murcia, Región de",A un cauce fluvial,2003,..
14,"Murcia, Región de",A un cauce fluvial,2002,..
14,"Murcia, Región de",A un cauce fluvial,2001,..
14,"Murcia, Región de",A un cauce fluvial,2000,..
14,"Murcia, Región de",Agua reutilizada,2022,"67,40"
14,"Murcia, Región de",Agua reutilizada,2020,"91,40"
14,"Murcia, Región de",Agua reutilizada,2018,"95,60"
14,"Murcia, Región de",Agua reutilizada,2016,"71,80"
14,"Murcia, Región de",Agua reutilizada,2014,"50,30"
14,"Murcia, Región de",Agua reutilizada,2013,"61,70"
14,"Murcia, Región de",Agua reutilizada,2012,..
14,"Murcia, Región de",Agua reutilizada,2011,..
14,"Murcia, Región de",Agua reutilizada,2010,..
14,"Murcia, Región de",Agua reutilizada,2009,..
14,"Murcia, Región de",Agua reutilizada,2008,..
14,"Murcia, Región de",Agua reutilizada,2007,..
14,"Murcia, Región de",Agua reutilizada,2006,..
14,"Murcia, Región de",Agua reutilizada,2005,..
14,"Murcia, Región de",Agua reutilizada,2004,..
14,"Murcia, Región de",Agua reutilizada,2003,..
14,"Murcia, Región de",Agua reutilizada,2002,..
14,"Murcia, Región de",Agua reutilizada,2001,..
14,"Murcia, Región de",Agua reutilizada,2000,..
14,"Murcia, Región de",Infiltraciones al terreno,2022,"0,40"
14,"Murcia, Región de",Infiltraciones al terreno,2020,"0,00"
14,"Murcia, Región de",Infiltraciones al terreno,2018,"0,00"
14,"Murcia, Región de",Infiltraciones al terreno,2016,"0,00"
14,"Murcia, Región de",Infiltraciones al terreno,2014,"0,20"
14,"Murcia, Región de",Infiltraciones al terreno,2013,"0,10"
14,"Murcia, Región de",Infiltraciones al terreno,2012,..
14,"Murcia, Región de",Infiltraciones al terreno,2011,..
14,"Murcia, Región de",Infiltraciones al terreno,2010,..
14,"Murcia, Región de",Infiltraciones al terreno,2009,..
14,"Murcia, Región de",Infiltraciones al terreno,2008,..
14,"Murcia, Región de",Infiltraciones al terreno,2007,..
14,"Murcia, Región de",Infiltraciones al terreno,2006,..
14,"Murcia, Región de",Infiltraciones al terreno,2005,..
14,"Murcia, Región de",Infiltraciones al terreno,2004,..
14,"Murcia, Región de",Infiltraciones al terreno,2003,..
14,"Murcia, Región de",Infiltraciones al terreno,2002,..
14,"Murcia, Región de",Infiltraciones al terreno,2001,..
14,"Murcia, Región de",Infiltraciones al terreno,2000,..
14,"Murcia, Región de",Otros,2022,"1,30"
14,"Murcia, Región de",Otros,2020,"0,00"
14,"Murcia, Región de",Otros,2018,"0,00"
14,"Murcia, Región de",Otros,2016,"0,00"
14,"Murcia, Región de",Otros,2014,"3,40"
14,"Murcia, Región de",Otros,2013,"0,00"
14,"Murcia, Región de",Otros,2012,..
14,"Murcia, Región de",Otros,2011,..
14,"Murcia, Región de",Otros,2010,..
14,"Murcia, Región de",Otros,2009,..
14,"Murcia, Región de",Otros,2008,..
14,"Murcia, Región de",Otros,2007,..
14,"Murcia, Región de",Otros,2006,..
14,"Murcia, Región de",Otros,2005,..
14,"Murcia, Región de",Otros,2004,..
14,"Murcia, Región de",Otros,2003,..
14,"Murcia, Región de",Otros,2002,..
14,"Murcia, Región de",Otros,2001,..
14,"Murcia, Región de",Otros,2000,..
15,"Navarra, Comunidad Foral de",Al mar,2022,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2020,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2018,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2016,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2014,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2013,"0,00"
15,"Navarra, Comunidad Foral de",Al mar,2012,..
15,"Navarra, Comunidad Foral de",Al mar,2011,..
15,"Navarra, Comunidad Foral de",Al mar,2010,..
15,"Navarra, Comunidad Foral de",Al mar,2009,..
15,"Navarra, Comunidad Foral de",Al mar,2008,..
15,"Navarra, Comunidad Foral de",Al mar,2007,..
15,"Navarra, Comunidad Foral de",Al mar,2006,..
15,"Navarra, Comunidad Foral de",Al mar,2005,..
15,"Navarra, Comunidad Foral de",Al mar,2004,..
15,"Navarra, Comunidad Foral de",Al mar,2003,..
15,"Navarra, Comunidad Foral de",Al mar,2002,..
15,"Navarra, Comunidad Foral de",Al mar,2001,..
15,"Navarra, Comunidad Foral de",Al mar,2000,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2022,"92,70"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2020,"99,80"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2018,"100,00"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2016,"100,00"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2014,"100,00"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2013,"100,00"
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2012,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2011,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2010,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2009,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2008,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2007,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2006,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2005,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2004,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2003,..
15,"Navarra, Comunidad Foral de",A un cauce fluvial,2002,..
