region_code,region,tipo_de_captación,periodo,total
17,"Rioja, La",Aguas superficiales,2001,44.647
17,"Rioja, La",Aguas superficiales,2000,46.709
17,"Rioja, La",Aguas subterráneas,2022,8.318
17,"Rioja, La",Aguas subterráneas,2020,7.469
17,"Rioja, La",Aguas subterráneas,2018,20.800
17,"Rioja, La",Aguas subterráneas,2016,20.469
17,"Rioja, La",Aguas subterráneas,2014,17.331
17,"Rioja, La",Aguas subterráneas,2013,25.520
17,"Rioja, La",Aguas subterráneas,2012,24.293
17,"Rioja, La",Aguas subterráneas,2011,18.264
17,"Rioja, La",Aguas subterráneas,2010,5.218
17,"Rioja, La",Aguas subterráneas,2009,7.136
17,"Rioja, La",Aguas subterráneas,2008,6.300
17,"Rioja, La",Aguas subterráneas,2007,10.789
17,"Rioja, La",Aguas subterráneas,2006,14.713
17,"Rioja, La",Aguas subterráneas,2005,19.634
17,"Rioja, La",Aguas subterráneas,2004,2.743
17,"Rioja, La",Aguas subterráneas,2003,2.456
17,"Rioja, La",Aguas subterráneas,2002,1.567
17,"Rioja, La",Aguas subterráneas,2001,207
17,"Rioja, La",Aguas subterráneas,2000,111
17,"Rioja, La",Desalación,2022,0
17,"Rioja, La",Desalación,2020,0
17,"Rioja, La",Desalación,2018,0
17,"Rioja, La",Desalación,2016,0
17,"Rioja, La",Desalación,2014,0
17,"Rioja, La",Desalación,2013,0
17,"Rioja, La",Desalación,2012,0
17,"Rioja, La",Desalación,2011,0
17,"Rioja, La",Desalación,2010,0
17,"Rioja, La",Desalación,2009,0
17,"Rioja, La",Desalación,2008,0
17,"Rioja, La",Desalación,2007,0
17,"Rioja, La",Desalación,2006,0
17,"Rioja, La",Desalación,2005,0
17,"Rioja, La",Desalación,2004,0
17,"Rioja, La",Desalación,2003,0
17,"Rioja, La",Desalación,2002,0
17,"Rioja, La",Desalación,2001,0
17,"Rioja, La",Desalación,2000,0
18,Ceuta y Melilla,Total,2022,21.163
18,Ceuta y Melilla,Total,2020,16.442
18,Ceuta y Melilla,Total,2018,14.009
18,Ceuta y Melilla,Total,2016,20.673
18,Ceuta y Melilla,Total,2014,5.870
18,Ceuta y Melilla,Total,2013,5.748
18,Ceuta y Melilla,Total,2012,7.203
18,Ceuta y Melilla,Total,2011,3.374
18,Ceuta y Melilla,Total,2010,14.194
18,Ceuta y Melilla,Total,2009,14.425
18,Ceuta y Melilla,Total,2008,16.547
18,Ceuta y Melilla,Total,2007,19.807
18,Ceuta y Melilla,Total,2006,20.077
18,Ceuta y Melilla,Total,2005,12.106
18,Ceuta y Melilla,Total,2004,18.530
18,Ceuta y Melilla,Total,2003,20.947
18,Ceuta y Melilla,Total,2002,16.973
18,Ceuta y Melilla,Total,2001,17.932
18,Ceuta y Melilla,Total,2000,17.823
18,Ceuta y Melilla,Aguas superficiales,2022,423
18,Ceuta y Melilla,Aguas superficiales,2020,9.372
18,Ceuta y Melilla,Aguas superficiales,2018,6.340
18,Ceuta y Melilla,Aguas superficiales,2016,5.880
18,Ceuta y Melilla,Aguas superficiales,2014,372
18,Ceuta y Melilla,Aguas superficiales,2013,169
18,Ceuta y Melilla,Aguas superficiales,2012,169
18,Ceuta y Melilla,Aguas superficiales,2011,295
18,Ceuta y Melilla,Aguas superficiales,2010,1.772
18,Ceuta y Melilla,Aguas superficiales,2009,2.320
18,Ceuta y Melilla,Aguas superficiales,2008,2.509
18,Ceuta y Melilla,Aguas superficiales,2007,1.182
18,Ceuta y Melilla,Aguas superficiales,2006,1.321
18,Ceuta y Melilla,Aguas superficiales,2005,990
18,Ceuta y Melilla,Aguas superficiales,2004,732
18,Ceuta y Melilla,Aguas superficiales,2003,2.965
18,Ceuta y Melilla,Aguas superficiales,2002,1.543
18,Ceuta y Melilla,Aguas superficiales,2001,2.951
18,Ceuta y Melilla,Aguas superficiales,2000,1.122
18,Ceuta y Melilla,Aguas subterráneas,2022,7.212
18,Ceuta y Melilla,Aguas subterráneas,2020,0
18,Ceuta y Melilla,Aguas subterráneas,2018,973
18,Ceuta y Melilla,Aguas subterráneas,2016,973
18,Ceuta y Melilla,Aguas subterráneas,2014,5.498
18,Ceuta y Melilla,Aguas subterráneas,2013,5.579
18,Ceuta y Melilla,Aguas subterráneas,2012,7.034
18,Ceuta y Melilla,Aguas subterráneas,2011,3.079
18,Ceuta y Melilla,Aguas subterráneas,2010,5.485
18,Ceuta y Melilla,Aguas subterráneas,2009,4.923
18,Ceuta y Melilla,Aguas subterráneas,2008,6.078
18,Ceuta y Melilla,Aguas subterráneas,2007,10.655
18,Ceuta y Melilla,Aguas subterráneas,2006,10.748
18,Ceuta y Melilla,Aguas subterráneas,2005,11.116
18,Ceuta y Melilla,Aguas subterráneas,2004,10.099
18,Ceuta y Melilla,Aguas subterráneas,2003,12.326
18,Ceuta y Melilla,Aguas subterráneas,2002,10.980
18,Ceuta y Melilla,Aguas subterráneas,2001,9.934
18,Ceuta y Melilla,Aguas subterráneas,2000,11.549
18,Ceuta y Melilla,Desalación,2022,13.529
18,Ceuta y Melilla,Desalación,2020,7.070
18,Ceuta y Melilla,Desalación,2018,6.696
18,Ceuta y Melilla,Desalación,2016,13.820
18,Ceuta y Melilla,Desalación,2014,0
18,Ceuta y Melilla,Desalación,2013,0
18,Ceuta y Melilla,Desalación,2012,0
18,Ceuta y Melilla,Desalación,2011,0
18,Ceuta y Melilla,Desalación,2010,6.937
18,Ceuta y Melilla,Desalación,2009,7.182
18,Ceuta y Melilla,Desalación,2008,7.960
18,Ceuta y Melilla,Desalación,2007,7.970
18,Ceuta y Melilla,Desalación,2006,8.008
18,Ceuta y Melilla,Desalación,2005,0
18,Ceuta y Melilla,Desalación,2004,7.699
18,Ceuta y Melilla,Desalación,2003,5.656
18,Ceuta y Melilla,Desalación,2002,4.450
18,Ceuta y Melilla,Desalación,2001,5.047
18,Ceuta y Melilla,Desalación,2000,5.152
