region_code,region,principales_indicadores,periodo,total
16,País Vasco,Volumen de agua reutilizada,2005,"0,001"
16,País Vasco,Volumen de agua reutilizada,2004,"0,000"
16,País Vasco,Volumen de agua reutilizada,2003,"0,004"
16,País Vasco,Volumen de agua reutilizada,2002,"0,005"
16,País Vasco,Volumen de agua reutilizada,2001,"0,047"
16,País Vasco,Volumen de agua reutilizada,2000,"0,016"
17,"Rioja, La",Volumen de aguas residuales depuradas,2022,"0,428"
17,"Rioja, La",Volumen de aguas residuales depuradas,2020,"0,566"
17,"Rioja, La",Volumen de aguas residuales depuradas,2018,"0,513"
17,"Rioja, La",Volumen de aguas residuales depuradas,2016,"0,486"
17,"Rioja, La",Volumen de aguas residuales depuradas,2014,"0,471"
17,"Rioja, La",Volumen de aguas residuales depuradas,2013,"0,515"
17,"Rioja, La",Volumen de aguas residuales depuradas,2012,"0,432"
17,"Rioja, La",Volumen de aguas residuales depuradas,2011,"0,448"
17,"Rioja, La",Volumen de aguas residuales depuradas,2010,"0,448"
17,"Rioja, La",Volumen de aguas residuales depuradas,2009,"0,575"
17,"Rioja, La",Volumen de aguas residuales depuradas,2008,"0,612"
17,"Rioja, La",Volumen de aguas residuales depuradas,2007,"0,793"
17,"Rioja, La",Volumen de aguas residuales depuradas,2006,"0,805"
17,"Rioja, La",Volumen de aguas residuales depuradas,2005,"0,895"
17,"Rioja, La",Volumen de aguas residuales depuradas,2004,"0,965"
17,"Rioja, La",Volumen de aguas residuales depuradas,2003,"0,195"
17,"Rioja, La",Volumen de aguas residuales depuradas,2002,"0,298"
17,"Rioja, La",Volumen de aguas residuales depuradas,2001,"0,256"
17,"Rioja, La",Volumen de aguas residuales depuradas,2000,"0,192"
17,"Rioja, La",Volumen de agua reutilizada,2022,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2020,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2018,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2016,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2014,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2013,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2012,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2011,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2010,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2009,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2008,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2007,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2006,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2005,"0,001"
17,"Rioja, La",Volumen de agua reutilizada,2004,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2003,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2002,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2001,"0,000"
17,"Rioja, La",Volumen de agua reutilizada,2000,"0,000"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2022,"0,226"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2020,"0,254"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2018,"0,240"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2016,"0,241"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2014,"0,270"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2013,"0,263"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2012,"0,197"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2011,"0,123"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2010,"0,306"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2009,"0,146"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2008,"0,149"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2007,"0,143"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2006,"0,137"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2005,"0,173"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2004,"0,210"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2003,"0,140"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2002,"0,147"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2001,"0,144"
18,Ceuta y Melilla,Volumen de aguas residuales depuradas,2000,"0,139"
18,Ceuta y Melilla,Volumen de agua reutilizada,2022,"0,086"
18,Ceuta y Melilla,Volumen de agua reutilizada,2020,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2018,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2016,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2014,"0,003"
18,Ceuta y Melilla,Volumen de agua reutilizada,2013,"0,003"
18,Ceuta y Melilla,Volumen de agua reutilizada,2012,"0,002"
18,Ceuta y Melilla,Volumen de agua reutilizada,2011,"0,001"
18,Ceuta y Melilla,Volumen de agua reutilizada,2010,"0,003"
18,Ceuta y Melilla,Volumen de agua reutilizada,2009,"0,001"
18,Ceuta y Melilla,Volumen de agua reutilizada,2008,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2007,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2006,"0,004"
18,Ceuta y Melilla,Volumen de agua reutilizada,2005,"0,005"
18,Ceuta y Melilla,Volumen de agua reutilizada,2004,"0,022"
18,Ceuta y Melilla,Volumen de agua reutilizada,2003,"0,000"
18,Ceuta y Melilla,Volumen de agua reutilizada,2002,"0,001"
18,Ceuta y Melilla,Volumen de agua reutilizada,2001,"0,001"
18,Ceuta y Melilla,Volumen de agua reutilizada,2000,"0,001"
