code,region,tipo_de_destino,periodo,total
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2012,"0,0"
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2011,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2010,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2009,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2008,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2007,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2006,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2005,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2004,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2003,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2002,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2001,..
08,Castilla - La Mancha,Incineración o aprovechamiento energético,2000,..
08,Castilla - La Mancha,Vertedero,2022,"0,6"
08,Castilla - La Mancha,Vertedero,2020,"0,0"
08,Castilla - La Mancha,Vertedero,2018,"11,8"
08,Castilla - La Mancha,Vertedero,2016,"31,8"
08,Castilla - La Mancha,Vertedero,2014,"34,3"
08,Castilla - La Mancha,Vertedero,2013,"26,9"
08,Castilla - La Mancha,Vertedero,2012,"12,2"
08,Castilla - La Mancha,Vertedero,2011,..
08,Castilla - La Mancha,Vertedero,2010,..
08,Castilla - La Mancha,Vertedero,2009,..
08,Castilla - La Mancha,Vertedero,2008,..
08,Castilla - La Mancha,Vertedero,2007,..
08,Castilla - La Mancha,Vertedero,2006,..
08,Castilla - La Mancha,Vertedero,2005,..
08,Castilla - La Mancha,Vertedero,2004,..
08,Castilla - La Mancha,Vertedero,2003,..
08,Castilla - La Mancha,Vertedero,2002,..
08,Castilla - La Mancha,Vertedero,2001,..
08,Castilla - La Mancha,Vertedero,2000,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2022,"90,7"
09,Cataluña,"Agricultura, silvicultura y jardinería",2020,"96,2"
09,Cataluña,"Agricultura, silvicultura y jardinería",2018,"95,8"
09,Cataluña,"Agricultura, silvicultura y jardinería",2016,"87,2"
09,Cataluña,"Agricultura, silvicultura y jardinería",2014,"85,4"
09,Cataluña,"Agricultura, silvicultura y jardinería",2013,"75,2"
09,Cataluña,"Agricultura, silvicultura y jardinería",2012,"65,6"
09,Cataluña,"Agricultura, silvicultura y jardinería",2011,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2010,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2009,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2008,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2007,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2006,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2005,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2004,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2003,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2002,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2001,..
09,Cataluña,"Agricultura, silvicultura y jardinería",2000,..
09,Cataluña,Incineración o aprovechamiento energético,2022,"3,0"
09,Cataluña,Incineración o aprovechamiento energético,2020,"2,3"
09,Cataluña,Incineración o aprovechamiento energético,2018,"2,0"
09,Cataluña,Incineración o aprovechamiento energético,2016,"7,3"
09,Cataluña,Incineración o aprovechamiento energético,2014,"7,7"
09,Cataluña,Incineración o aprovechamiento energético,2013,"17,5"
09,Cataluña,Incineración o aprovechamiento energético,2012,"27,7"
09,Cataluña,Incineración o aprovechamiento energético,2011,..
09,Cataluña,Incineración o aprovechamiento energético,2010,..
09,Cataluña,Incineración o aprovechamiento energético,2009,..
09,Cataluña,Incineración o aprovechamiento energético,2008,..
09,Cataluña,Incineración o aprovechamiento energético,2007,..
09,Cataluña,Incineración o aprovechamiento energético,2006,..
09,Cataluña,Incineración o aprovechamiento energético,2005,..
09,Cataluña,Incineración o aprovechamiento energético,2004,..
09,Cataluña,Incineración o aprovechamiento energético,2003,..
09,Cataluña,Incineración o aprovechamiento energético,2002,..
09,Cataluña,Incineración o aprovechamiento energético,2001,..
09,Cataluña,Incineración o aprovechamiento energético,2000,..
09,Cataluña,Vertedero,2022,"6,3"
09,Cataluña,Vertedero,2020,"1,5"
09,Cataluña,Vertedero,2018,"2,2"
09,Cataluña,Vertedero,2016,"5,5"
09,Cataluña,Vertedero,2014,"6,9"
09,Cataluña,Vertedero,2013,"7,3"
09,Cataluña,Vertedero,2012,"6,7"
09,Cataluña,Vertedero,2011,..
09,Cataluña,Vertedero,2010,..
09,Cataluña,Vertedero,2009,..
09,Cataluña,Vertedero,2008,..
09,Cataluña,Vertedero,2007,..
09,Cataluña,Vertedero,2006,..
09,Cataluña,Vertedero,2005,..
09,Cataluña,Vertedero,2004,..
09,Cataluña,Vertedero,2003,..
09,Cataluña,Vertedero,2002,..
09,Cataluña,Vertedero,2001,..
09,Cataluña,Vertedero,2000,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2022,"93,7"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2020,"91,0"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2018,"88,7"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2016,"89,1"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2014,"89,7"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2013,"91,8"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2012,"74,7"
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2011,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2010,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2009,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2008,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2007,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2006,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2005,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2004,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2003,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2002,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2001,..
10,Comunitat Valenciana,"Agricultura, silvicultura y jardinería",2000,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2022,"6,3"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2020,"9,0"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2018,"9,8"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2016,"10,8"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2014,"10,2"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2013,"8,2"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2012,"4,2"
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2011,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2010,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2009,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2008,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2007,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2006,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2005,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2004,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2003,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2002,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2001,..
10,Comunitat Valenciana,Incineración o aprovechamiento energético,2000,..
10,Comunitat Valenciana,Vertedero,2022,"0,0"
10,Comunitat Valenciana,Vertedero,2020,"0,0"
10,Comunitat Valenciana,Vertedero,2018,"1,5"
10,Comunitat Valenciana,Vertedero,2016,"0,1"
10,Comunitat Valenciana,Vertedero,2014,"0,1"
10,Comunitat Valenciana,Vertedero,2013,"0,0"
10,Comunitat Valenciana,Vertedero,2012,"21,1"
10,Comunitat Valenciana,Vertedero,2011,..
10,Comunitat Valenciana,Vertedero,2010,..
10,Comunitat Valenciana,Vertedero,2009,..
10,Comunitat Valenciana,Vertedero,2008,..
10,Comunitat Valenciana,Vertedero,2007,..
10,Comunitat Valenciana,Vertedero,2006,..
10,Comunitat Valenciana,Vertedero,2005,..
10,Comunitat Valenciana,Vertedero,2004,..
10,Comunitat Valenciana,Vertedero,2003,..
10,Comunitat Valenciana,Vertedero,2002,..
10,Comunitat Valenciana,Vertedero,2001,..
10,Comunitat Valenciana,Vertedero,2000,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2022,"99,9"
11,Extremadura,"Agricultura, silvicultura y jardinería",2020,"100,0"
11,Extremadura,"Agricultura, silvicultura y jardinería",2018,"99,9"
11,Extremadura,"Agricultura, silvicultura y jardinería",2016,"97,4"
11,Extremadura,"Agricultura, silvicultura y jardinería",2014,"83,1"
11,Extremadura,"Agricultura, silvicultura y jardinería",2013,"75,6"
11,Extremadura,"Agricultura, silvicultura y jardinería",2012,"72,4"
11,Extremadura,"Agricultura, silvicultura y jardinería",2011,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2010,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2009,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2008,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2007,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2006,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2005,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2004,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2003,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2002,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2001,..
11,Extremadura,"Agricultura, silvicultura y jardinería",2000,..
11,Extremadura,Incineración o aprovechamiento energético,2022,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2020,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2018,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2016,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2014,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2013,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2012,"0,0"
11,Extremadura,Incineración o aprovechamiento energético,2011,..
11,Extremadura,Incineración o aprovechamiento energético,2010,..
11,Extremadura,Incineración o aprovechamiento energético,2009,..
11,Extremadura,Incineración o aprovechamiento energético,2008,..
11,Extremadura,Incineración o aprovechamiento energético,2007,..
11,Extremadura,Incineración o aprovechamiento energético,2006,..
11,Extremadura,Incineración o aprovechamiento energético,2005,..
11,Extremadura,Incineración o aprovechamiento energético,2004,..
11,Extremadura,Incineración o aprovechamiento energético,2003,..
11,Extremadura,Incineración o aprovechamiento energético,2002,..
11,Extremadura,Incineración o aprovechamiento energético,2001,..
11,Extremadura,Incineración o aprovechamiento energético,2000,..
11,Extremadura,Vertedero,2022,"0,1"
11,Extremadura,Vertedero,2020,"0,0"
11,Extremadura,Vertedero,2018,"0,1"
11,Extremadura,Vertedero,2016,"2,6"
11,Extremadura,Vertedero,2014,"16,9"
11,Extremadura,Vertedero,2013,"24,4"
11,Extremadura,Vertedero,2012,"27,6"
11,Extremadura,Vertedero,2011,..
11,Extremadura,Vertedero,2010,..
11,Extremadura,Vertedero,2009,..
11,Extremadura,Vertedero,2008,..
11,Extremadura,Vertedero,2007,..
11,Extremadura,Vertedero,2006,..
11,Extremadura,Vertedero,2005,..
11,Extremadura,Vertedero,2004,..
11,Extremadura,Vertedero,2003,..
11,Extremadura,Vertedero,2002,..
11,Extremadura,Vertedero,2001,..
11,Extremadura,Vertedero,2000,..
12,Galicia,"Agricultura, silvicultura y jardinería",2022,"84,4"
12,Galicia,"Agricultura, silvicultura y jardinería",2020,"84,4"
12,Galicia,"Agricultura, silvicultura y jardinería",2018,"48,2"
12,Galicia,"Agricultura, silvicultura y jardinería",2016,"44,3"
12,Galicia,"Agricultura, silvicultura y jardinería",2014,"59,8"
12,Galicia,"Agricultura, silvicultura y jardinería",2013,"47,4"
12,Galicia,"Agricultura, silvicultura y jardinería",2012,"90,7"
12,Galicia,"Agricultura, silvicultura y jardinería",2011,..
12,Galicia,"Agricultura, silvicultura y jardinería",2010,..
12,Galicia,"Agricultura, silvicultura y jardinería",2009,..
12,Galicia,"Agricultura, silvicultura y jardinería",2008,..
12,Galicia,"Agricultura, silvicultura y jardinería",2007,..
12,Galicia,"Agricultura, silvicultura y jardinería",2006,..
12,Galicia,"Agricultura, silvicultura y jardinería",2005,..
12,Galicia,"Agricultura, silvicultura y jardinería",2004,..
12,Galicia,"Agricultura, silvicultura y jardinería",2003,..
12,Galicia,"Agricultura, silvicultura y jardinería",2002,..
12,Galicia,"Agricultura, silvicultura y jardinería",2001,..
12,Galicia,"Agricultura, silvicultura y jardinería",2000,..
12,Galicia,Incineración o aprovechamiento energético,2022,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2020,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2018,"2,6"
12,Galicia,Incineración o aprovechamiento energético,2016,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2014,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2013,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2012,"0,0"
12,Galicia,Incineración o aprovechamiento energético,2011,..
12,Galicia,Incineración o aprovechamiento energético,2010,..
12,Galicia,Incineración o aprovechamiento energético,2009,..
12,Galicia,Incineración o aprovechamiento energético,2008,..
12,Galicia,Incineración o aprovechamiento energético,2007,..
12,Galicia,Incineración o aprovechamiento energético,2006,..
12,Galicia,Incineración o aprovechamiento energético,2005,..
12,Galicia,Incineración o aprovechamiento energético,2004,..
12,Galicia,Incineración o aprovechamiento energético,2003,..
12,Galicia,Incineración o aprovechamiento energético,2002,..
12,Galicia,Incineración o aprovechamiento energético,2001,..
12,Galicia,Incineración o aprovechamiento energético,2000,..
12,Galicia,Vertedero,2022,"15,6"
12,Galicia,Vertedero,2020,"15,6"
12,Galicia,Vertedero,2018,"49,2"
12,Galicia,Vertedero,2016,"55,7"
12,Galicia,Vertedero,2014,"40,2"
12,Galicia,Vertedero,2013,"52,6"
12,Galicia,Vertedero,2012,"9,3"
12,Galicia,Vertedero,2011,..
12,Galicia,Vertedero,2010,..
12,Galicia,Vertedero,2009,..
12,Galicia,Vertedero,2008,..
12,Galicia,Vertedero,2007,..
12,Galicia,Vertedero,2006,..
12,Galicia,Vertedero,2005,..
12,Galicia,Vertedero,2004,..
12,Galicia,Vertedero,2003,..
12,Galicia,Vertedero,2002,..
12,Galicia,Vertedero,2001,..
12,Galicia,Vertedero,2000,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2022,"96,7"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2020,"90,9"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2018,"97,1"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2016,"95,4"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2014,"90,8"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2013,"99,7"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2012,"97,6"
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2011,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2010,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2009,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2008,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2007,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2006,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2005,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2004,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2003,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2002,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2001,..
13,"Madrid, Comunidad de","Agricultura, silvicultura y jardinería",2000,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2022,"3,0"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2020,"9,1"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2018,"2,9"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2016,"2,8"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2014,"6,6"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2013,"0,3"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2012,"2,3"
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2011,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2010,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2009,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2008,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2007,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2006,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2005,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2004,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2003,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2002,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2001,..
13,"Madrid, Comunidad de",Incineración o aprovechamiento energético,2000,..
13,"Madrid, Comunidad de",Vertedero,2022,"0,3"
13,"Madrid, Comunidad de",Vertedero,2020,"0,0"
13,"Madrid, Comunidad de",Vertedero,2018,"0,0"
13,"Madrid, Comunidad de",Vertedero,2016,"1,8"
13,"Madrid, Comunidad de",Vertedero,2014,"2,6"
13,"Madrid, Comunidad de",Vertedero,2013,"0,0"
13,"Madrid, Comunidad de",Vertedero,2012,"0,1"
13,"Madrid, Comunidad de",Vertedero,2011,..
13,"Madrid, Comunidad de",Vertedero,2010,..
13,"Madrid, Comunidad de",Vertedero,2009,..
13,"Madrid, Comunidad de",Vertedero,2008,..
13,"Madrid, Comunidad de",Vertedero,2007,..
13,"Madrid, Comunidad de",Vertedero,2006,..
13,"Madrid, Comunidad de",Vertedero,2005,..
13,"Madrid, Comunidad de",Vertedero,2004,..
13,"Madrid, Comunidad de",Vertedero,2003,..
13,"Madrid, Comunidad de",Vertedero,2002,..
13,"Madrid, Comunidad de",Vertedero,2001,..
13,"Madrid, Comunidad de",Vertedero,2000,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2022,"99,7"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2020,"60,5"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2018,"99,5"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2016,"93,1"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2014,"87,8"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2013,"87,9"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2012,"92,6"
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2011,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2010,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2009,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2008,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2007,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2006,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2005,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2004,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2003,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2002,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2001,..
14,"Murcia, Región de","Agricultura, silvicultura y jardinería",2000,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2022,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2020,"32,2"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2018,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2016,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2014,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2013,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2012,"0,0"
14,"Murcia, Región de",Incineración o aprovechamiento energético,2011,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2010,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2009,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2008,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2007,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2006,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2005,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2004,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2003,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2002,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2001,..
14,"Murcia, Región de",Incineración o aprovechamiento energético,2000,..
14,"Murcia, Región de",Vertedero,2022,"0,3"
14,"Murcia, Región de",Vertedero,2020,"7,3"
14,"Murcia, Región de",Vertedero,2018,"0,5"
14,"Murcia, Región de",Vertedero,2016,"6,9"
14,"Murcia, Región de",Vertedero,2014,"12,2"
14,"Murcia, Región de",Vertedero,2013,"12,1"
14,"Murcia, Región de",Vertedero,2012,"7,4"
14,"Murcia, Región de",Vertedero,2011,..
14,"Murcia, Región de",Vertedero,2010,..
14,"Murcia, Región de",Vertedero,2009,..
14,"Murcia, Región de",Vertedero,2008,..
14,"Murcia, Región de",Vertedero,2007,..
14,"Murcia, Región de",Vertedero,2006,..
14,"Murcia, Región de",Vertedero,2005,..
14,"Murcia, Región de",Vertedero,2004,..
14,"Murcia, Región de",Vertedero,2003,..
14,"Murcia, Región de",Vertedero,2002,..
14,"Murcia, Región de",Vertedero,2001,..
14,"Murcia, Región de",Vertedero,2000,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2022,"100,0"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2020,"100,0"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2018,"100,0"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2016,"100,0"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2014,"99,1"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2013,"99,3"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2012,"97,7"
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2011,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2010,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2009,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2008,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2007,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2006,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2005,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2004,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2003,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2002,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2001,..
15,"Navarra, Comunidad Foral de","Agricultura, silvicultura y jardinería",2000,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2022,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2020,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2018,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2016,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2014,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2013,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2012,"0,0"
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2011,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2010,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2009,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2008,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2007,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2006,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2005,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2004,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2003,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2002,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2001,..
15,"Navarra, Comunidad Foral de",Incineración o aprovechamiento energético,2000,..
15,"Navarra, Comunidad Foral de",Vertedero,2022,"0,0"
15,"Navarra, Comunidad Foral de",Vertedero,2020,"0,0"
15,"Navarra, Comunidad Foral de",Vertedero,2018,"0,0"
15,"Navarra, Comunidad Foral de",Vertedero,2016,"0,0"
15,"Navarra, Comunidad Foral de",Vertedero,2014,"0,9"
15,"Navarra, Comunidad Foral de",Vertedero,2013,"0,7"
15,"Navarra, Comunidad Foral de",Vertedero,2012,"2,3"
15,"Navarra, Comunidad Foral de",Vertedero,2011,..
15,"Navarra, Comunidad Foral de",Vertedero,2010,..
15,"Navarra, Comunidad Foral de",Vertedero,2009,..
15,"Navarra, Comunidad Foral de",Vertedero,2008,..
15,"Navarra, Comunidad Foral de",Vertedero,2007,..
15,"Navarra, Comunidad Foral de",Vertedero,2006,..
15,"Navarra, Comunidad Foral de",Vertedero,2005,..
15,"Navarra, Comunidad Foral de",Vertedero,2004,..
15,"Navarra, Comunidad Foral de",Vertedero,2003,..
15,"Navarra, Comunidad Foral de",Vertedero,2002,..
15,"Navarra, Comunidad Foral de",Vertedero,2001,..
15,"Navarra, Comunidad Foral de",Vertedero,2000,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2022,"59,9"
16,País Vasco,"Agricultura, silvicultura y jardinería",2020,"50,2"
16,País Vasco,"Agricultura, silvicultura y jardinería",2018,"62,3"
16,País Vasco,"Agricultura, silvicultura y jardinería",2016,"59,4"
16,País Vasco,"Agricultura, silvicultura y jardinería",2014,"48,0"
16,País Vasco,"Agricultura, silvicultura y jardinería",2013,"46,1"
16,País Vasco,"Agricultura, silvicultura y jardinería",2012,"34,2"
16,País Vasco,"Agricultura, silvicultura y jardinería",2011,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2010,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2009,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2008,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2007,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2006,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2005,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2004,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2003,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2002,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2001,..
16,País Vasco,"Agricultura, silvicultura y jardinería",2000,..
16,País Vasco,Incineración o aprovechamiento energético,2022,"40,1"
16,País Vasco,Incineración o aprovechamiento energético,2020,"49,8"
16,País Vasco,Incineración o aprovechamiento energético,2018,"29,9"
