code,region,tipo_de_indicador,periodo,total
16,País Vasco,Importe facturado por alcantarillado y depuración,2006,79.472
16,País Vasco,Importe facturado por alcantarillado y depuración,2005,96.832
16,País Vasco,Importe facturado por alcantarillado y depuración,2004,96.011
16,País Vasco,Importe facturado por alcantarillado y depuración,2003,97.356
16,País Vasco,Importe facturado por alcantarillado y depuración,2002,85.950
16,País Vasco,Importe facturado por alcantarillado y depuración,2001,90.709
16,País Vasco,Importe facturado por alcantarillado y depuración,2000,84.725
16,País Vasco,Longitud de la red de alcantarillado (km),2022,5.535
16,País Vasco,Longitud de la red de alcantarillado (km),2020,4.010
16,País Vasco,Longitud de la red de alcantarillado (km),2018,3.943
16,País Vasco,Longitud de la red de alcantarillado (km),2016,4.179
16,País Vasco,Longitud de la red de alcantarillado (km),2014,4.475
16,País Vasco,Longitud de la red de alcantarillado (km),2013,4.924
16,País Vasco,Longitud de la red de alcantarillado (km),2012,..
16,País Vasco,Longitud de la red de alcantarillado (km),2011,..
16,País Vasco,Longitud de la red de alcantarillado (km),2010,..
16,País Vasco,Longitud de la red de alcantarillado (km),2009,..
16,País Vasco,Longitud de la red de alcantarillado (km),2008,..
16,País Vasco,Longitud de la red de alcantarillado (km),2007,..
16,País Vasco,Longitud de la red de alcantarillado (km),2006,..
16,País Vasco,Longitud de la red de alcantarillado (km),2005,..
16,País Vasco,Longitud de la red de alcantarillado (km),2004,..
16,País Vasco,Longitud de la red de alcantarillado (km),2003,..
16,País Vasco,Longitud de la red de alcantarillado (km),2002,..
16,País Vasco,Longitud de la red de alcantarillado (km),2001,..
16,País Vasco,Longitud de la red de alcantarillado (km),2000,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2022,62.644
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2020,45.758
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2018,55.561
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2016,65.130
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2014,63.260
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2013,60.058
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2012,60.874
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2011,67.862
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2010,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2009,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2008,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2007,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2006,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2005,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2004,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2003,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2002,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2001,..
16,País Vasco,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2000,..
17,"Rioja, La",Volumen de aguas residuales tratadas,2022,135.311
17,"Rioja, La",Volumen de aguas residuales tratadas,2020,179.071
17,"Rioja, La",Volumen de aguas residuales tratadas,2018,160.431
17,"Rioja, La",Volumen de aguas residuales tratadas,2016,151.978
17,"Rioja, La",Volumen de aguas residuales tratadas,2014,148.053
17,"Rioja, La",Volumen de aguas residuales tratadas,2013,163.030
17,"Rioja, La",Volumen de aguas residuales tratadas,2012,138.318
17,"Rioja, La",Volumen de aguas residuales tratadas,2011,143.770
17,"Rioja, La",Volumen de aguas residuales tratadas,2010,143.244
17,"Rioja, La",Volumen de aguas residuales tratadas,2009,183.732
17,"Rioja, La",Volumen de aguas residuales tratadas,2008,195.047
17,"Rioja, La",Volumen de aguas residuales tratadas,2007,247.557
17,"Rioja, La",Volumen de aguas residuales tratadas,2006,245.362
17,"Rioja, La",Volumen de aguas residuales tratadas,2005,268.906
17,"Rioja, La",Volumen de aguas residuales tratadas,2004,284.046
17,"Rioja, La",Volumen de aguas residuales tratadas,2003,56.096
17,"Rioja, La",Volumen de aguas residuales tratadas,2002,83.811
17,"Rioja, La",Volumen de aguas residuales tratadas,2001,70.800
17,"Rioja, La",Volumen de aguas residuales tratadas,2000,52.650
17,"Rioja, La",Volumen total de agua reutilizada,2022,0
17,"Rioja, La",Volumen total de agua reutilizada,2020,0
17,"Rioja, La",Volumen total de agua reutilizada,2018,0
17,"Rioja, La",Volumen total de agua reutilizada,2016,0
17,"Rioja, La",Volumen total de agua reutilizada,2014,0
17,"Rioja, La",Volumen total de agua reutilizada,2013,0
17,"Rioja, La",Volumen total de agua reutilizada,2012,0
17,"Rioja, La",Volumen total de agua reutilizada,2011,0
17,"Rioja, La",Volumen total de agua reutilizada,2010,0
17,"Rioja, La",Volumen total de agua reutilizada,2009,0
17,"Rioja, La",Volumen total de agua reutilizada,2008,0
17,"Rioja, La",Volumen total de agua reutilizada,2007,0
17,"Rioja, La",Volumen total de agua reutilizada,2006,75
17,"Rioja, La",Volumen total de agua reutilizada,2005,272
17,"Rioja, La",Volumen total de agua reutilizada,2004,335
17,"Rioja, La",Volumen total de agua reutilizada,2003,0
17,"Rioja, La",Volumen total de agua reutilizada,2002,134
17,"Rioja, La",Volumen total de agua reutilizada,2001,0
17,"Rioja, La",Volumen total de agua reutilizada,2000,0
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2022,22.708
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2020,14.870
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2018,13.580
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2016,13.756
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2014,13.262
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2013,13.337
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2012,10.750
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2011,10.721
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2010,11.335
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2009,13.405
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2008,15.536
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2007,19.909
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2006,15.639
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2005,16.701
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2004,16.776
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2003,5.887
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2002,7.899
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2001,7.497
17,"Rioja, La",Importe facturado por alcantarillado y depuración,2000,7.573
17,"Rioja, La",Longitud de la red de alcantarillado (km),2022,1.040
17,"Rioja, La",Longitud de la red de alcantarillado (km),2020,1.207
17,"Rioja, La",Longitud de la red de alcantarillado (km),2018,1.024
17,"Rioja, La",Longitud de la red de alcantarillado (km),2016,835
17,"Rioja, La",Longitud de la red de alcantarillado (km),2014,951
17,"Rioja, La",Longitud de la red de alcantarillado (km),2013,1.082
17,"Rioja, La",Longitud de la red de alcantarillado (km),2012,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2011,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2010,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2009,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2008,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2007,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2006,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2005,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2004,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2003,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2002,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2001,..
17,"Rioja, La",Longitud de la red de alcantarillado (km),2000,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2022,5.221
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2020,5.535
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2018,8.247
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2016,6.096
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2014,5.415
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2013,5.654
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2012,7.219
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2011,5.830
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2010,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2009,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2008,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2007,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2006,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2005,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2004,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2003,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2002,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2001,..
17,"Rioja, La",Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2000,..
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2022,38.027
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2020,42.776
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2018,41.937
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2016,40.858
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2014,45.535
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2013,44.247
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2012,32.792
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2011,20.000
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2010,48.341
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2009,22.192
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2008,22.000
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2007,20.655
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2006,19.314
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2005,23.997
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2004,28.669
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2003,19.000
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2002,20.000
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2001,19.800
18,Ceuta y Melilla,Volumen de aguas residuales tratadas,2000,19.000
18,Ceuta y Melilla,Volumen total de agua reutilizada,2022,14.466
18,Ceuta y Melilla,Volumen total de agua reutilizada,2020,0
18,Ceuta y Melilla,Volumen total de agua reutilizada,2018,23
18,Ceuta y Melilla,Volumen total de agua reutilizada,2016,0
18,Ceuta y Melilla,Volumen total de agua reutilizada,2014,471
18,Ceuta y Melilla,Volumen total de agua reutilizada,2013,421
18,Ceuta y Melilla,Volumen total de agua reutilizada,2012,268
18,Ceuta y Melilla,Volumen total de agua reutilizada,2011,233
18,Ceuta y Melilla,Volumen total de agua reutilizada,2010,461
18,Ceuta y Melilla,Volumen total de agua reutilizada,2009,111
18,Ceuta y Melilla,Volumen total de agua reutilizada,2008,0
18,Ceuta y Melilla,Volumen total de agua reutilizada,2007,0
18,Ceuta y Melilla,Volumen total de agua reutilizada,2006,522
18,Ceuta y Melilla,Volumen total de agua reutilizada,2005,632
18,Ceuta y Melilla,Volumen total de agua reutilizada,2004,3.002
18,Ceuta y Melilla,Volumen total de agua reutilizada,2003,50
18,Ceuta y Melilla,Volumen total de agua reutilizada,2002,200
18,Ceuta y Melilla,Volumen total de agua reutilizada,2001,150
18,Ceuta y Melilla,Volumen total de agua reutilizada,2000,100
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2022,6.370
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2020,3.865
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2018,4.345
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2016,4.206
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2014,5.073
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2013,5.083
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2012,4.233
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2011,2.575
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2010,3.753
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2009,3.343
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2008,3.181
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2007,2.098
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2006,1.870
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2005,1.829
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2004,1.650
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2003,0
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2002,0
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2001,0
18,Ceuta y Melilla,Importe facturado por alcantarillado y depuración,2000,0
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2022,305
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2020,305
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2018,305
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2016,302
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2014,285
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2013,285
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2012,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2011,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2010,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2009,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2008,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2007,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2006,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2005,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2004,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2003,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2002,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2001,..
18,Ceuta y Melilla,Longitud de la red de alcantarillado (km),2000,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2022,20
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2020,2.131
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2018,2.800
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2016,1.634
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2014,1.959
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2013,1.894
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2012,1.050
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2011,1.400
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2010,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2009,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2008,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2007,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2006,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2005,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2004,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2003,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2002,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2001,..
18,Ceuta y Melilla,Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año),2000,..
