code,region,grupos_de_usuarios_e_importe,periodo,total
03,"Asturias, Principado de",- Consumos municipales,2005,7.684
03,"Asturias, Principado de",- Consumos municipales,2004,7.806
03,"Asturias, Principado de",- Consumos municipales,2003,4.594
03,"Asturias, Principado de",- Consumos municipales,2002,4.366
03,"Asturias, Principado de",- Consumos municipales,2001,3.104
03,"Asturias, Principado de",- Consumos municipales,2000,2.989
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2022,55.102
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2020,47.120
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2018,48.811
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2016,56.977
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2014,47.094
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2013,51.294
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2012,52.124
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2011,50.834
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2010,48.817
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2009,50.008
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2008,52.248
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2007,52.864
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2006,50.798
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2005,49.559
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2004,49.416
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2003,39.337
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2002,35.825
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2001,33.366
03,"Asturias, Principado de",Importe facturado por el agua suministrada,2000,27.514
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2022,2.639
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2020,757
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2018,7.788
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2016,6.172
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2014,3.490
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2013,3.794
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2012,3.271
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2011,3.373
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2010,2.972
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2009,6.102
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2008,5.892
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2007,9.323
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2006,10.645
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2005,6.596
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2004,11.905
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2003,5.967
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2002,6.627
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2001,12.310
03,"Asturias, Principado de",Importe total de la inversión en los servicios de suministro,2000,6.082
03,"Asturias, Principado de",Longitud de la red de suministro (km),2022,8.736
03,"Asturias, Principado de",Longitud de la red de suministro (km),2020,8.726
03,"Asturias, Principado de",Longitud de la red de suministro (km),2018,8.348
03,"Asturias, Principado de",Longitud de la red de suministro (km),2016,8.904
03,"Asturias, Principado de",Longitud de la red de suministro (km),2014,8.581
03,"Asturias, Principado de",Longitud de la red de suministro (km),2013,9.550
03,"Asturias, Principado de",Longitud de la red de suministro (km),2012,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2011,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2010,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2009,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2008,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2007,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2006,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2005,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2004,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2003,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2002,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2001,..
03,"Asturias, Principado de",Longitud de la red de suministro (km),2000,..
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2022,85.503
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2020,82.743
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2018,87.576
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2016,94.235
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2014,85.556
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2013,84.969
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2012,81.979
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2011,74.509
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2010,73.902
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2009,81.702
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2008,88.749
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2007,86.057
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2006,95.743
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2005,91.401
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2004,92.477
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2003,77.408
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2002,71.792
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2001,65.706
04,"Balears, Illes",Volumen total de agua registrada y distribuida por tipo de usuario,2000,67.421
04,"Balears, Illes",- Sectores económicos,2022,28.037
04,"Balears, Illes",- Sectores económicos,2020,26.431
04,"Balears, Illes",- Sectores económicos,2018,30.079
04,"Balears, Illes",- Sectores económicos,2016,32.426
04,"Balears, Illes",- Sectores económicos,2014,30.296
04,"Balears, Illes",- Sectores económicos,2013,23.893
04,"Balears, Illes",- Sectores económicos,2012,24.942
04,"Balears, Illes",- Sectores económicos,2011,21.351
04,"Balears, Illes",- Sectores económicos,2010,22.588
04,"Balears, Illes",- Sectores económicos,2009,27.733
04,"Balears, Illes",- Sectores económicos,2008,30.575
04,"Balears, Illes",- Sectores económicos,2007,29.644
04,"Balears, Illes",- Sectores económicos,2006,35.571
04,"Balears, Illes",- Sectores económicos,2005,36.714
04,"Balears, Illes",- Sectores económicos,2004,38.051
04,"Balears, Illes",- Sectores económicos,2003,29.633
04,"Balears, Illes",- Sectores económicos,2002,26.267
04,"Balears, Illes",- Sectores económicos,2001,24.737
04,"Balears, Illes",- Sectores económicos,2000,23.857
04,"Balears, Illes",- Hogares,2022,54.104
04,"Balears, Illes",- Hogares,2020,51.788
04,"Balears, Illes",- Hogares,2018,52.131
04,"Balears, Illes",- Hogares,2016,55.955
04,"Balears, Illes",- Hogares,2014,50.653
04,"Balears, Illes",- Hogares,2013,57.174
04,"Balears, Illes",- Hogares,2012,53.045
04,"Balears, Illes",- Hogares,2011,49.458
04,"Balears, Illes",- Hogares,2010,47.470
04,"Balears, Illes",- Hogares,2009,49.697
04,"Balears, Illes",- Hogares,2008,52.986
04,"Balears, Illes",- Hogares,2007,50.516
04,"Balears, Illes",- Hogares,2006,54.919
04,"Balears, Illes",- Hogares,2005,49.879
04,"Balears, Illes",- Hogares,2004,49.518
04,"Balears, Illes",- Hogares,2003,44.939
04,"Balears, Illes",- Hogares,2002,42.567
04,"Balears, Illes",- Hogares,2001,38.115
04,"Balears, Illes",- Hogares,2000,39.759
04,"Balears, Illes",- Consumos municipales,2022,3.362
04,"Balears, Illes",- Consumos municipales,2020,4.524
04,"Balears, Illes",- Consumos municipales,2018,5.366
04,"Balears, Illes",- Consumos municipales,2016,5.854
04,"Balears, Illes",- Consumos municipales,2014,4.607
04,"Balears, Illes",- Consumos municipales,2013,3.902
04,"Balears, Illes",- Consumos municipales,2012,3.992
04,"Balears, Illes",- Consumos municipales,2011,3.700
04,"Balears, Illes",- Consumos municipales,2010,3.844
04,"Balears, Illes",- Consumos municipales,2009,4.272
04,"Balears, Illes",- Consumos municipales,2008,5.188
04,"Balears, Illes",- Consumos municipales,2007,5.897
04,"Balears, Illes",- Consumos municipales,2006,5.253
04,"Balears, Illes",- Consumos municipales,2005,4.808
04,"Balears, Illes",- Consumos municipales,2004,4.908
04,"Balears, Illes",- Consumos municipales,2003,2.836
04,"Balears, Illes",- Consumos municipales,2002,2.958
04,"Balears, Illes",- Consumos municipales,2001,2.854
04,"Balears, Illes",- Consumos municipales,2000,3.805
04,"Balears, Illes",Importe facturado por el agua suministrada,2022,141.936
04,"Balears, Illes",Importe facturado por el agua suministrada,2020,110.068
04,"Balears, Illes",Importe facturado por el agua suministrada,2018,120.215
04,"Balears, Illes",Importe facturado por el agua suministrada,2016,120.896
04,"Balears, Illes",Importe facturado por el agua suministrada,2014,92.655
04,"Balears, Illes",Importe facturado por el agua suministrada,2013,94.181
04,"Balears, Illes",Importe facturado por el agua suministrada,2012,107.856
04,"Balears, Illes",Importe facturado por el agua suministrada,2011,94.786
04,"Balears, Illes",Importe facturado por el agua suministrada,2010,94.294
04,"Balears, Illes",Importe facturado por el agua suministrada,2009,93.383
04,"Balears, Illes",Importe facturado por el agua suministrada,2008,89.879
04,"Balears, Illes",Importe facturado por el agua suministrada,2007,84.417
04,"Balears, Illes",Importe facturado por el agua suministrada,2006,90.525
04,"Balears, Illes",Importe facturado por el agua suministrada,2005,94.901
04,"Balears, Illes",Importe facturado por el agua suministrada,2004,85.075
04,"Balears, Illes",Importe facturado por el agua suministrada,2003,71.187
04,"Balears, Illes",Importe facturado por el agua suministrada,2002,64.551
04,"Balears, Illes",Importe facturado por el agua suministrada,2001,53.561
04,"Balears, Illes",Importe facturado por el agua suministrada,2000,54.770
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2022,23.285
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2020,14.514
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2018,4.237
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2016,2.553
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2014,4.704
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2013,34.317
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2012,29.687
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2011,8.596
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2010,13.993
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2009,14.493
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2008,23.231
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2007,17.091
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2006,34.176
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2005,20.382
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2004,21.137
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2003,19.820
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2002,11.518
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2001,12.542
04,"Balears, Illes",Importe total de la inversión en los servicios de suministro,2000,83.264
04,"Balears, Illes",Longitud de la red de suministro (km),2022,4.808
04,"Balears, Illes",Longitud de la red de suministro (km),2020,4.166
04,"Balears, Illes",Longitud de la red de suministro (km),2018,4.024
04,"Balears, Illes",Longitud de la red de suministro (km),2016,4.128
04,"Balears, Illes",Longitud de la red de suministro (km),2014,4.104
04,"Balears, Illes",Longitud de la red de suministro (km),2013,4.223
04,"Balears, Illes",Longitud de la red de suministro (km),2012,..
04,"Balears, Illes",Longitud de la red de suministro (km),2011,..
04,"Balears, Illes",Longitud de la red de suministro (km),2010,..
04,"Balears, Illes",Longitud de la red de suministro (km),2009,..
04,"Balears, Illes",Longitud de la red de suministro (km),2008,..
04,"Balears, Illes",Longitud de la red de suministro (km),2007,..
04,"Balears, Illes",Longitud de la red de suministro (km),2006,..
04,"Balears, Illes",Longitud de la red de suministro (km),2005,..
04,"Balears, Illes",Longitud de la red de suministro (km),2004,..
04,"Balears, Illes",Longitud de la red de suministro (km),2003,..
04,"Balears, Illes",Longitud de la red de suministro (km),2002,..
04,"Balears, Illes",Longitud de la red de suministro (km),2001,..
04,"Balears, Illes",Longitud de la red de suministro (km),2000,..
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2022,135.722
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2020,141.190
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2018,147.470
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2016,157.510
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2014,144.545
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2013,158.521
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2012,162.915
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2011,159.714
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2010,154.426
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2009,153.904
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2008,180.215
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2007,178.337
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2006,154.152
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2005,186.012
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2004,177.253
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2003,155.613
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2002,150.177
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2001,132.590
05,Canarias,Volumen total de agua registrada y distribuida por tipo de usuario,2000,138.035
05,Canarias,- Sectores económicos,2022,34.595
05,Canarias,- Sectores económicos,2020,29.273
05,Canarias,- Sectores económicos,2018,30.479
05,Canarias,- Sectores económicos,2016,28.386
05,Canarias,- Sectores económicos,2014,23.477
05,Canarias,- Sectores económicos,2013,27.607
05,Canarias,- Sectores económicos,2012,27.060
05,Canarias,- Sectores económicos,2011,31.465
05,Canarias,- Sectores económicos,2010,28.375
05,Canarias,- Sectores económicos,2009,33.820
05,Canarias,- Sectores económicos,2008,48.085
05,Canarias,- Sectores económicos,2007,47.854
05,Canarias,- Sectores económicos,2006,36.891
05,Canarias,- Sectores económicos,2005,59.744
05,Canarias,- Sectores económicos,2004,56.044
05,Canarias,- Sectores económicos,2003,44.603
05,Canarias,- Sectores económicos,2002,41.775
05,Canarias,- Sectores económicos,2001,36.719
05,Canarias,- Sectores económicos,2000,38.998
05,Canarias,- Hogares,2022,91.188
05,Canarias,- Hogares,2020,102.162
05,Canarias,- Hogares,2018,108.094
05,Canarias,- Hogares,2016,117.518
05,Canarias,- Hogares,2014,110.975
05,Canarias,- Hogares,2013,109.755
05,Canarias,- Hogares,2012,115.028
05,Canarias,- Hogares,2011,115.258
05,Canarias,- Hogares,2010,113.485
05,Canarias,- Hogares,2009,106.810
05,Canarias,- Hogares,2008,116.812
05,Canarias,- Hogares,2007,111.901
05,Canarias,- Hogares,2006,102.435
05,Canarias,- Hogares,2005,104.171
05,Canarias,- Hogares,2004,102.815
05,Canarias,- Hogares,2003,93.370
05,Canarias,- Hogares,2002,90.423
05,Canarias,- Hogares,2001,83.329
05,Canarias,- Hogares,2000,86.848
05,Canarias,- Consumos municipales,2022,9.939
05,Canarias,- Consumos municipales,2020,9.755
05,Canarias,- Consumos municipales,2018,8.897
05,Canarias,- Consumos municipales,2016,11.606
05,Canarias,- Consumos municipales,2014,10.093
05,Canarias,- Consumos municipales,2013,21.159
05,Canarias,- Consumos municipales,2012,20.827
05,Canarias,- Consumos municipales,2011,12.991
05,Canarias,- Consumos municipales,2010,12.566
05,Canarias,- Consumos municipales,2009,13.274
05,Canarias,- Consumos municipales,2008,15.318
05,Canarias,- Consumos municipales,2007,18.582
05,Canarias,- Consumos municipales,2006,14.826
05,Canarias,- Consumos municipales,2005,22.097
05,Canarias,- Consumos municipales,2004,18.394
05,Canarias,- Consumos municipales,2003,17.640
05,Canarias,- Consumos municipales,2002,17.979
05,Canarias,- Consumos municipales,2001,12.542
05,Canarias,- Consumos municipales,2000,12.189
05,Canarias,Importe facturado por el agua suministrada,2022,239.591
05,Canarias,Importe facturado por el agua suministrada,2020,256.335
05,Canarias,Importe facturado por el agua suministrada,2018,253.542
05,Canarias,Importe facturado por el agua suministrada,2016,299.082
05,Canarias,Importe facturado por el agua suministrada,2014,248.536
05,Canarias,Importe facturado por el agua suministrada,2013,262.430
05,Canarias,Importe facturado por el agua suministrada,2012,257.839
05,Canarias,Importe facturado por el agua suministrada,2011,256.871
05,Canarias,Importe facturado por el agua suministrada,2010,238.301
05,Canarias,Importe facturado por el agua suministrada,2009,234.812
05,Canarias,Importe facturado por el agua suministrada,2008,256.830
05,Canarias,Importe facturado por el agua suministrada,2007,244.769
05,Canarias,Importe facturado por el agua suministrada,2006,220.078
05,Canarias,Importe facturado por el agua suministrada,2005,262.567
05,Canarias,Importe facturado por el agua suministrada,2004,242.601
05,Canarias,Importe facturado por el agua suministrada,2003,224.083
05,Canarias,Importe facturado por el agua suministrada,2002,218.422
05,Canarias,Importe facturado por el agua suministrada,2001,190.879
05,Canarias,Importe facturado por el agua suministrada,2000,191.537
05,Canarias,Importe total de la inversión en los servicios de suministro,2022,15.857
05,Canarias,Importe total de la inversión en los servicios de suministro,2020,4.015
05,Canarias,Importe total de la inversión en los servicios de suministro,2018,13.298
05,Canarias,Importe total de la inversión en los servicios de suministro,2016,6.956
05,Canarias,Importe total de la inversión en los servicios de suministro,2014,9.478
05,Canarias,Importe total de la inversión en los servicios de suministro,2013,6.180
05,Canarias,Importe total de la inversión en los servicios de suministro,2012,3.466
05,Canarias,Importe total de la inversión en los servicios de suministro,2011,2.962
05,Canarias,Importe total de la inversión en los servicios de suministro,2010,9.444
05,Canarias,Importe total de la inversión en los servicios de suministro,2009,2.875
05,Canarias,Importe total de la inversión en los servicios de suministro,2008,4.038
05,Canarias,Importe total de la inversión en los servicios de suministro,2007,10.629
05,Canarias,Importe total de la inversión en los servicios de suministro,2006,5.163
05,Canarias,Importe total de la inversión en los servicios de suministro,2005,3.446
05,Canarias,Importe total de la inversión en los servicios de suministro,2004,3.262
05,Canarias,Importe total de la inversión en los servicios de suministro,2003,2.384
05,Canarias,Importe total de la inversión en los servicios de suministro,2002,5.563
05,Canarias,Importe total de la inversión en los servicios de suministro,2001,23.772
05,Canarias,Importe total de la inversión en los servicios de suministro,2000,35.039
05,Canarias,Longitud de la red de suministro (km),2022,12.758
05,Canarias,Longitud de la red de suministro (km),2020,16.732
05,Canarias,Longitud de la red de suministro (km),2018,17.807
05,Canarias,Longitud de la red de suministro (km),2016,16.802
05,Canarias,Longitud de la red de suministro (km),2014,15.589
05,Canarias,Longitud de la red de suministro (km),2013,16.497
05,Canarias,Longitud de la red de suministro (km),2012,..
05,Canarias,Longitud de la red de suministro (km),2011,..
05,Canarias,Longitud de la red de suministro (km),2010,..
05,Canarias,Longitud de la red de suministro (km),2009,..
05,Canarias,Longitud de la red de suministro (km),2008,..
05,Canarias,Longitud de la red de suministro (km),2007,..
05,Canarias,Longitud de la red de suministro (km),2006,..
05,Canarias,Longitud de la red de suministro (km),2005,..
05,Canarias,Longitud de la red de suministro (km),2004,..
05,Canarias,Longitud de la red de suministro (km),2003,..
05,Canarias,Longitud de la red de suministro (km),2002,..
05,Canarias,Longitud de la red de suministro (km),2001,..
05,Canarias,Longitud de la red de suministro (km),2000,..
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2022,51.850
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2020,49.457
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2018,46.548
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2016,45.482
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2014,48.087
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2013,47.767
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2012,50.748
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2011,50.029
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2010,51.180
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2009,53.233
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2008,59.603
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2007,56.060
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2006,65.550
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2005,64.232
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2004,61.406
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2003,68.854
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2002,65.713
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2001,65.920
06,Cantabria,Volumen total de agua registrada y distribuida por tipo de usuario,2000,64.026
06,Cantabria,- Sectores económicos,2022,9.908
06,Cantabria,- Sectores económicos,2020,12.691
06,Cantabria,- Sectores económicos,2018,9.561
06,Cantabria,- Sectores económicos,2016,11.392
06,Cantabria,- Sectores económicos,2014,14.409
06,Cantabria,- Sectores económicos,2013,11.995
06,Cantabria,- Sectores económicos,2012,12.755
06,Cantabria,- Sectores económicos,2011,12.028
06,Cantabria,- Sectores económicos,2010,11.491
06,Cantabria,- Sectores económicos,2009,12.464
06,Cantabria,- Sectores económicos,2008,16.006
06,Cantabria,- Sectores económicos,2007,13.604
06,Cantabria,- Sectores económicos,2006,16.797
06,Cantabria,- Sectores económicos,2005,13.891
06,Cantabria,- Sectores económicos,2004,13.164
06,Cantabria,- Sectores económicos,2003,24.437
06,Cantabria,- Sectores económicos,2002,22.768
06,Cantabria,- Sectores económicos,2001,23.439
06,Cantabria,- Sectores económicos,2000,19.939
06,Cantabria,- Hogares,2022,40.007
06,Cantabria,- Hogares,2020,35.176
06,Cantabria,- Hogares,2018,36.437
06,Cantabria,- Hogares,2016,32.789
06,Cantabria,- Hogares,2014,32.441
06,Cantabria,- Hogares,2013,31.010
06,Cantabria,- Hogares,2012,32.660
06,Cantabria,- Hogares,2011,34.045
06,Cantabria,- Hogares,2010,36.505
06,Cantabria,- Hogares,2009,37.837
06,Cantabria,- Hogares,2008,39.128
06,Cantabria,- Hogares,2007,38.809
06,Cantabria,- Hogares,2006,41.682
06,Cantabria,- Hogares,2005,39.225
06,Cantabria,- Hogares,2004,37.880
06,Cantabria,- Hogares,2003,37.118
06,Cantabria,- Hogares,2002,35.980
06,Cantabria,- Hogares,2001,34.023
06,Cantabria,- Hogares,2000,36.358
06,Cantabria,- Consumos municipales,2022,1.935
06,Cantabria,- Consumos municipales,2020,1.590
06,Cantabria,- Consumos municipales,2018,550
06,Cantabria,- Consumos municipales,2016,1.301
06,Cantabria,- Consumos municipales,2014,1.237
06,Cantabria,- Consumos municipales,2013,4.762
06,Cantabria,- Consumos municipales,2012,5.333
06,Cantabria,- Consumos municipales,2011,3.956
06,Cantabria,- Consumos municipales,2010,3.184
06,Cantabria,- Consumos municipales,2009,2.932
06,Cantabria,- Consumos municipales,2008,4.469
06,Cantabria,- Consumos municipales,2007,3.647
06,Cantabria,- Consumos municipales,2006,7.071
06,Cantabria,- Consumos municipales,2005,11.116
06,Cantabria,- Consumos municipales,2004,10.362
06,Cantabria,- Consumos municipales,2003,7.299
06,Cantabria,- Consumos municipales,2002,6.965
06,Cantabria,- Consumos municipales,2001,8.458
06,Cantabria,- Consumos municipales,2000,7.729
06,Cantabria,Importe facturado por el agua suministrada,2022,52.221
06,Cantabria,Importe facturado por el agua suministrada,2020,39.687
06,Cantabria,Importe facturado por el agua suministrada,2018,42.055
06,Cantabria,Importe facturado por el agua suministrada,2016,41.058
06,Cantabria,Importe facturado por el agua suministrada,2014,47.909
06,Cantabria,Importe facturado por el agua suministrada,2013,43.375
06,Cantabria,Importe facturado por el agua suministrada,2012,42.195
06,Cantabria,Importe facturado por el agua suministrada,2011,36.549
06,Cantabria,Importe facturado por el agua suministrada,2010,34.846
06,Cantabria,Importe facturado por el agua suministrada,2009,41.684
06,Cantabria,Importe facturado por el agua suministrada,2008,32.493
06,Cantabria,Importe facturado por el agua suministrada,2007,32.393
06,Cantabria,Importe facturado por el agua suministrada,2006,32.137
06,Cantabria,Importe facturado por el agua suministrada,2005,29.051
06,Cantabria,Importe facturado por el agua suministrada,2004,28.872
06,Cantabria,Importe facturado por el agua suministrada,2003,27.881
06,Cantabria,Importe facturado por el agua suministrada,2002,23.575
06,Cantabria,Importe facturado por el agua suministrada,2001,22.698
06,Cantabria,Importe facturado por el agua suministrada,2000,21.691
06,Cantabria,Importe total de la inversión en los servicios de suministro,2022,1.812
06,Cantabria,Importe total de la inversión en los servicios de suministro,2020,223
06,Cantabria,Importe total de la inversión en los servicios de suministro,2018,329
06,Cantabria,Importe total de la inversión en los servicios de suministro,2016,535
06,Cantabria,Importe total de la inversión en los servicios de suministro,2014,912
06,Cantabria,Importe total de la inversión en los servicios de suministro,2013,1.064
06,Cantabria,Importe total de la inversión en los servicios de suministro,2012,1.169
06,Cantabria,Importe total de la inversión en los servicios de suministro,2011,761
06,Cantabria,Importe total de la inversión en los servicios de suministro,2010,519
06,Cantabria,Importe total de la inversión en los servicios de suministro,2009,793
06,Cantabria,Importe total de la inversión en los servicios de suministro,2008,2.219
06,Cantabria,Importe total de la inversión en los servicios de suministro,2007,1.700
06,Cantabria,Importe total de la inversión en los servicios de suministro,2006,1.051
06,Cantabria,Importe total de la inversión en los servicios de suministro,2005,492
06,Cantabria,Importe total de la inversión en los servicios de suministro,2004,519
06,Cantabria,Importe total de la inversión en los servicios de suministro,2003,3.226
06,Cantabria,Importe total de la inversión en los servicios de suministro,2002,2.013
06,Cantabria,Importe total de la inversión en los servicios de suministro,2001,2.489
06,Cantabria,Importe total de la inversión en los servicios de suministro,2000,2.771
06,Cantabria,Longitud de la red de suministro (km),2022,6.049
06,Cantabria,Longitud de la red de suministro (km),2020,3.742
06,Cantabria,Longitud de la red de suministro (km),2018,3.925
06,Cantabria,Longitud de la red de suministro (km),2016,3.772
06,Cantabria,Longitud de la red de suministro (km),2014,3.916
06,Cantabria,Longitud de la red de suministro (km),2013,3.614
06,Cantabria,Longitud de la red de suministro (km),2012,..
06,Cantabria,Longitud de la red de suministro (km),2011,..
06,Cantabria,Longitud de la red de suministro (km),2010,..
06,Cantabria,Longitud de la red de suministro (km),2009,..
06,Cantabria,Longitud de la red de suministro (km),2008,..
06,Cantabria,Longitud de la red de suministro (km),2007,..
06,Cantabria,Longitud de la red de suministro (km),2006,..
06,Cantabria,Longitud de la red de suministro (km),2005,..
06,Cantabria,Longitud de la red de suministro (km),2004,..
06,Cantabria,Longitud de la red de suministro (km),2003,..
06,Cantabria,Longitud de la red de suministro (km),2002,..
06,Cantabria,Longitud de la red de suministro (km),2001,..
06,Cantabria,Longitud de la red de suministro (km),2000,..
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2022,190.503
07,Castilla y León,Volumen total de agua registrada y distribuida por tipo de usuario,2020,187.076
