code,region,tipo_de_uso,periodo,total
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2013,"0,0"
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2012,"0,0"
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2011,"0,0"
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2010,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2009,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2008,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2007,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2006,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2005,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2004,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2003,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2002,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2001,..
12,Galicia,Limpieza de alcantarillado y baldeo de calles,2000,..
12,Galicia,Otros usos,2022,"0,0"
12,Galicia,Otros usos,2020,"0,0"
12,Galicia,Otros usos,2018,"0,0"
12,Galicia,Otros usos,2016,"0,0"
12,Galicia,Otros usos,2014,"100,0"
12,Galicia,Otros usos,2013,"0,0"
12,Galicia,Otros usos,2012,"100,0"
12,Galicia,Otros usos,2011,"100,0"
12,Galicia,Otros usos,2010,..
12,Galicia,Otros usos,2009,..
12,Galicia,Otros usos,2008,..
12,Galicia,Otros usos,2007,..
12,Galicia,Otros usos,2006,..
12,Galicia,Otros usos,2005,..
12,Galicia,Otros usos,2004,..
12,Galicia,Otros usos,2003,..
12,Galicia,Otros usos,2002,..
12,Galicia,Otros usos,2001,..
12,Galicia,Otros usos,2000,..
13,"Madrid, Comunidad de",Agricultura,2022,"0,0"
13,"Madrid, Comunidad de",Agricultura,2020,"0,0"
13,"Madrid, Comunidad de",Agricultura,2018,"0,0"
13,"Madrid, Comunidad de",Agricultura,2016,"0,0"
13,"Madrid, Comunidad de",Agricultura,2014,"0,0"
13,"Madrid, Comunidad de",Agricultura,2013,"0,0"
13,"Madrid, Comunidad de",Agricultura,2012,"0,0"
13,"Madrid, Comunidad de",Agricultura,2011,"0,0"
13,"Madrid, Comunidad de",Agricultura,2010,..
13,"Madrid, Comunidad de",Agricultura,2009,..
13,"Madrid, Comunidad de",Agricultura,2008,..
13,"Madrid, Comunidad de",Agricultura,2007,..
13,"Madrid, Comunidad de",Agricultura,2006,..
13,"Madrid, Comunidad de",Agricultura,2005,..
13,"Madrid, Comunidad de",Agricultura,2004,..
13,"Madrid, Comunidad de",Agricultura,2003,..
13,"Madrid, Comunidad de",Agricultura,2002,..
13,"Madrid, Comunidad de",Agricultura,2001,..
13,"Madrid, Comunidad de",Agricultura,2000,..
13,"Madrid, Comunidad de",Industria,2022,"26,5"
13,"Madrid, Comunidad de",Industria,2020,"15,3"
13,"Madrid, Comunidad de",Industria,2018,"8,6"
13,"Madrid, Comunidad de",Industria,2016,"14,2"
13,"Madrid, Comunidad de",Industria,2014,"19,5"
13,"Madrid, Comunidad de",Industria,2013,"12,4"
13,"Madrid, Comunidad de",Industria,2012,"0,0"
13,"Madrid, Comunidad de",Industria,2011,"0,0"
13,"Madrid, Comunidad de",Industria,2010,..
13,"Madrid, Comunidad de",Industria,2009,..
13,"Madrid, Comunidad de",Industria,2008,..
13,"Madrid, Comunidad de",Industria,2007,..
13,"Madrid, Comunidad de",Industria,2006,..
13,"Madrid, Comunidad de",Industria,2005,..
13,"Madrid, Comunidad de",Industria,2004,..
13,"Madrid, Comunidad de",Industria,2003,..
13,"Madrid, Comunidad de",Industria,2002,..
13,"Madrid, Comunidad de",Industria,2001,..
13,"Madrid, Comunidad de",Industria,2000,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2022,"68,2"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2020,"65,9"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2018,"85,1"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2016,"80,0"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2014,"74,3"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2013,"85,1"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2012,"75,8"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2011,"100,0"
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2010,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2009,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2008,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2007,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2006,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2005,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2004,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2003,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2002,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2001,..
13,"Madrid, Comunidad de",Jardines y zonas deportivas de ocio,2000,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2022,"5,3"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2020,"18,8"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2018,"6,3"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2016,"5,8"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2014,"6,2"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2013,"0,0"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2012,"10,1"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2011,"0,0"
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2010,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2009,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2008,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2007,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2006,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2005,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2004,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2003,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2002,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2001,..
13,"Madrid, Comunidad de",Limpieza de alcantarillado y baldeo de calles,2000,..
13,"Madrid, Comunidad de",Otros usos,2022,"0,0"
13,"Madrid, Comunidad de",Otros usos,2020,"0,0"
13,"Madrid, Comunidad de",Otros usos,2018,"0,0"
13,"Madrid, Comunidad de",Otros usos,2016,"0,0"
13,"Madrid, Comunidad de",Otros usos,2014,"0,0"
13,"Madrid, Comunidad de",Otros usos,2013,"2,5"
13,"Madrid, Comunidad de",Otros usos,2012,"14,1"
13,"Madrid, Comunidad de",Otros usos,2011,"0,0"
13,"Madrid, Comunidad de",Otros usos,2010,..
13,"Madrid, Comunidad de",Otros usos,2009,..
13,"Madrid, Comunidad de",Otros usos,2008,..
13,"Madrid, Comunidad de",Otros usos,2007,..
13,"Madrid, Comunidad de",Otros usos,2006,..
13,"Madrid, Comunidad de",Otros usos,2005,..
13,"Madrid, Comunidad de",Otros usos,2004,..
13,"Madrid, Comunidad de",Otros usos,2003,..
13,"Madrid, Comunidad de",Otros usos,2002,..
13,"Madrid, Comunidad de",Otros usos,2001,..
13,"Madrid, Comunidad de",Otros usos,2000,..
14,"Murcia, Región de",Agricultura,2022,"92,1"
14,"Murcia, Región de",Agricultura,2020,"86,3"
14,"Murcia, Región de",Agricultura,2018,"99,8"
14,"Murcia, Región de",Agricultura,2016,"99,8"
14,"Murcia, Región de",Agricultura,2014,"98,1"
14,"Murcia, Región de",Agricultura,2013,"98,0"
14,"Murcia, Región de",Agricultura,2012,"90,0"
14,"Murcia, Región de",Agricultura,2011,"91,0"
14,"Murcia, Región de",Agricultura,2010,..
14,"Murcia, Región de",Agricultura,2009,..
14,"Murcia, Región de",Agricultura,2008,..
14,"Murcia, Región de",Agricultura,2007,..
14,"Murcia, Región de",Agricultura,2006,..
14,"Murcia, Región de",Agricultura,2005,..
14,"Murcia, Región de",Agricultura,2004,..
14,"Murcia, Región de",Agricultura,2003,..
14,"Murcia, Región de",Agricultura,2002,..
14,"Murcia, Región de",Agricultura,2001,..
14,"Murcia, Región de",Agricultura,2000,..
14,"Murcia, Región de",Industria,2022,"3,0"
14,"Murcia, Región de",Industria,2020,"0,0"
14,"Murcia, Región de",Industria,2018,"0,0"
14,"Murcia, Región de",Industria,2016,"0,0"
14,"Murcia, Región de",Industria,2014,"0,0"
14,"Murcia, Región de",Industria,2013,"0,2"
14,"Murcia, Región de",Industria,2012,"6,7"
14,"Murcia, Región de",Industria,2011,"4,1"
14,"Murcia, Región de",Industria,2010,..
14,"Murcia, Región de",Industria,2009,..
14,"Murcia, Región de",Industria,2008,..
14,"Murcia, Región de",Industria,2007,..
14,"Murcia, Región de",Industria,2006,..
14,"Murcia, Región de",Industria,2005,..
14,"Murcia, Región de",Industria,2004,..
14,"Murcia, Región de",Industria,2003,..
14,"Murcia, Región de",Industria,2002,..
14,"Murcia, Región de",Industria,2001,..
14,"Murcia, Región de",Industria,2000,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2022,"1,4"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2020,"0,5"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2018,"0,2"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2016,"0,2"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2014,"1,9"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2013,"1,7"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2012,"2,7"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2011,"5,0"
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2010,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2009,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2008,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2007,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2006,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2005,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2004,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2003,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2002,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2001,..
14,"Murcia, Región de",Jardines y zonas deportivas de ocio,2000,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2022,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2020,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2018,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2016,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2014,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2013,"0,0"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2012,"0,6"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2011,"0,2"
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2010,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2009,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2008,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2007,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2006,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2005,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2004,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2003,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2002,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2001,..
14,"Murcia, Región de",Limpieza de alcantarillado y baldeo de calles,2000,..
14,"Murcia, Región de",Otros usos,2022,"3,5"
14,"Murcia, Región de",Otros usos,2020,"13,2"
14,"Murcia, Región de",Otros usos,2018,"0,0"
14,"Murcia, Región de",Otros usos,2016,"0,0"
14,"Murcia, Región de",Otros usos,2014,"0,0"
14,"Murcia, Región de",Otros usos,2013,"0,0"
14,"Murcia, Región de",Otros usos,2012,"0,0"
14,"Murcia, Región de",Otros usos,2011,"0,0"
14,"Murcia, Región de",Otros usos,2010,..
14,"Murcia, Región de",Otros usos,2009,..
14,"Murcia, Región de",Otros usos,2008,..
14,"Murcia, Región de",Otros usos,2007,..
14,"Murcia, Región de",Otros usos,2006,..
14,"Murcia, Región de",Otros usos,2005,..
14,"Murcia, Región de",Otros usos,2004,..
14,"Murcia, Región de",Otros usos,2003,..
14,"Murcia, Región de",Otros usos,2002,..
14,"Murcia, Región de",Otros usos,2001,..
14,"Murcia, Región de",Otros usos,2000,..
15,"Navarra, Comunidad Foral de",Agricultura,2022,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2020,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2018,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2016,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2014,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2013,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2012,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2011,"0,0"
15,"Navarra, Comunidad Foral de",Agricultura,2010,..
15,"Navarra, Comunidad Foral de",Agricultura,2009,..
15,"Navarra, Comunidad Foral de",Agricultura,2008,..
15,"Navarra, Comunidad Foral de",Agricultura,2007,..
15,"Navarra, Comunidad Foral de",Agricultura,2006,..
15,"Navarra, Comunidad Foral de",Agricultura,2005,..
15,"Navarra, Comunidad Foral de",Agricultura,2004,..
15,"Navarra, Comunidad Foral de",Agricultura,2003,..
15,"Navarra, Comunidad Foral de",Agricultura,2002,..
15,"Navarra, Comunidad Foral de",Agricultura,2001,..
15,"Navarra, Comunidad Foral de",Agricultura,2000,..
15,"Navarra, Comunidad Foral de",Industria,2022,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2020,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2018,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2016,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2014,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2013,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2012,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2011,"0,0"
15,"Navarra, Comunidad Foral de",Industria,2010,..
15,"Navarra, Comunidad Foral de",Industria,2009,..
15,"Navarra, Comunidad Foral de",Industria,2008,..
15,"Navarra, Comunidad Foral de",Industria,2007,..
15,"Navarra, Comunidad Foral de",Industria,2006,..
15,"Navarra, Comunidad Foral de",Industria,2005,..
15,"Navarra, Comunidad Foral de",Industria,2004,..
15,"Navarra, Comunidad Foral de",Industria,2003,..
15,"Navarra, Comunidad Foral de",Industria,2002,..
15,"Navarra, Comunidad Foral de",Industria,2001,..
15,"Navarra, Comunidad Foral de",Industria,2000,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2022,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2020,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2018,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2016,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2014,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2013,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2012,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2011,"0,0"
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2010,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2009,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2008,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2007,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2006,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2005,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2004,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2003,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2002,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2001,..
15,"Navarra, Comunidad Foral de",Jardines y zonas deportivas de ocio,2000,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2022,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2020,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2018,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2016,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2014,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2013,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2012,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2011,"0,0"
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2010,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2009,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2008,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2007,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2006,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2005,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2004,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2003,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2002,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2001,..
15,"Navarra, Comunidad Foral de",Limpieza de alcantarillado y baldeo de calles,2000,..
15,"Navarra, Comunidad Foral de",Otros usos,2022,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2020,"100,0"
15,"Navarra, Comunidad Foral de",Otros usos,2018,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2016,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2014,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2013,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2012,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2011,"0,0"
15,"Navarra, Comunidad Foral de",Otros usos,2010,..
15,"Navarra, Comunidad Foral de",Otros usos,2009,..
15,"Navarra, Comunidad Foral de",Otros usos,2008,..
15,"Navarra, Comunidad Foral de",Otros usos,2007,..
15,"Navarra, Comunidad Foral de",Otros usos,2006,..
15,"Navarra, Comunidad Foral de",Otros usos,2005,..
15,"Navarra, Comunidad Foral de",Otros usos,2004,..
15,"Navarra, Comunidad Foral de",Otros usos,2003,..
15,"Navarra, Comunidad Foral de",Otros usos,2002,..
15,"Navarra, Comunidad Foral de",Otros usos,2001,..
15,"Navarra, Comunidad Foral de",Otros usos,2000,..
16,País Vasco,Agricultura,2022,"0,0"
16,País Vasco,Agricultura,2020,"0,0"
16,País Vasco,Agricultura,2018,"0,0"
16,País Vasco,Agricultura,2016,"0,0"
16,País Vasco,Agricultura,2014,"51,5"
16,País Vasco,Agricultura,2013,"53,8"
16,País Vasco,Agricultura,2012,"25,2"
16,País Vasco,Agricultura,2011,"75,6"
16,País Vasco,Agricultura,2010,..
16,País Vasco,Agricultura,2009,..
16,País Vasco,Agricultura,2008,..
16,País Vasco,Agricultura,2007,..
16,País Vasco,Agricultura,2006,..
16,País Vasco,Agricultura,2005,..
16,País Vasco,Agricultura,2004,..
16,País Vasco,Agricultura,2003,..
16,País Vasco,Agricultura,2002,..
16,País Vasco,Agricultura,2001,..
16,País Vasco,Agricultura,2000,..
16,País Vasco,Industria,2022,"93,0"
16,País Vasco,Industria,2020,"81,5"
16,País Vasco,Industria,2018,"78,5"
16,País Vasco,Industria,2016,"76,3"
16,País Vasco,Industria,2014,"14,3"
16,País Vasco,Industria,2013,"7,6"
16,País Vasco,Industria,2012,"0,0"
16,País Vasco,Industria,2011,"0,0"
16,País Vasco,Industria,2010,..
16,País Vasco,Industria,2009,..
16,País Vasco,Industria,2008,..
16,País Vasco,Industria,2007,..
16,País Vasco,Industria,2006,..
16,País Vasco,Industria,2005,..
16,País Vasco,Industria,2004,..
16,País Vasco,Industria,2003,..
16,País Vasco,Industria,2002,..
16,País Vasco,Industria,2001,..
16,País Vasco,Industria,2000,..
16,País Vasco,Jardines y zonas deportivas de ocio,2022,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2020,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2018,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2016,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2014,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2013,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2012,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2011,"0,0"
16,País Vasco,Jardines y zonas deportivas de ocio,2010,..
16,País Vasco,Jardines y zonas deportivas de ocio,2009,..
16,País Vasco,Jardines y zonas deportivas de ocio,2008,..
16,País Vasco,Jardines y zonas deportivas de ocio,2007,..
16,País Vasco,Jardines y zonas deportivas de ocio,2006,..
16,País Vasco,Jardines y zonas deportivas de ocio,2005,..
16,País Vasco,Jardines y zonas deportivas de ocio,2004,..
16,País Vasco,Jardines y zonas deportivas de ocio,2003,..
16,País Vasco,Jardines y zonas deportivas de ocio,2002,..
16,País Vasco,Jardines y zonas deportivas de ocio,2001,..
16,País Vasco,Jardines y zonas deportivas de ocio,2000,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2022,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2020,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2018,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2016,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2014,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2013,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2012,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2011,"0,0"
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2010,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2009,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2008,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2007,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2006,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2005,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2004,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2003,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2002,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2001,..
16,País Vasco,Limpieza de alcantarillado y baldeo de calles,2000,..
16,País Vasco,Otros usos,2022,"7,0"
16,País Vasco,Otros usos,2020,"18,5"
16,País Vasco,Otros usos,2018,"21,5"
16,País Vasco,Otros usos,2016,"23,7"
16,País Vasco,Otros usos,2014,"34,2"
16,País Vasco,Otros usos,2013,"38,6"
16,País Vasco,Otros usos,2012,"74,8"
16,País Vasco,Otros usos,2011,"24,4"
16,País Vasco,Otros usos,2010,..
16,País Vasco,Otros usos,2009,..
16,País Vasco,Otros usos,2008,..
16,País Vasco,Otros usos,2007,..
16,País Vasco,Otros usos,2006,..
16,País Vasco,Otros usos,2005,..
16,País Vasco,Otros usos,2004,..
16,País Vasco,Otros usos,2003,..
16,País Vasco,Otros usos,2002,..
16,País Vasco,Otros usos,2001,..
16,País Vasco,Otros usos,2000,..
17,"Rioja, La",Agricultura,2022,"0,0"
17,"Rioja, La",Agricultura,2020,"0,0"
17,"Rioja, La",Agricultura,2018,"0,0"
17,"Rioja, La",Agricultura,2016,"0,0"
17,"Rioja, La",Agricultura,2014,"0,0"
17,"Rioja, La",Agricultura,2013,"0,0"
17,"Rioja, La",Agricultura,2012,"0,0"
17,"Rioja, La",Agricultura,2011,"0,0"
17,"Rioja, La",Agricultura,2010,..
17,"Rioja, La",Agricultura,2009,..
17,"Rioja, La",Agricultura,2008,..
17,"Rioja, La",Agricultura,2007,..
17,"Rioja, La",Agricultura,2006,..
17,"Rioja, La",Agricultura,2005,..
17,"Rioja, La",Agricultura,2004,..
17,"Rioja, La",Agricultura,2003,..
17,"Rioja, La",Agricultura,2002,..
17,"Rioja, La",Agricultura,2001,..
17,"Rioja, La",Agricultura,2000,..
17,"Rioja, La",Industria,2022,"0,0"
17,"Rioja, La",Industria,2020,"0,0"
17,"Rioja, La",Industria,2018,"0,0"
17,"Rioja, La",Industria,2016,"0,0"
17,"Rioja, La",Industria,2014,"0,0"
17,"Rioja, La",Industria,2013,"0,0"
17,"Rioja, La",Industria,2012,"0,0"
17,"Rioja, La",Industria,2011,"0,0"
17,"Rioja, La",Industria,2010,..
17,"Rioja, La",Industria,2009,..
17,"Rioja, La",Industria,2008,..
17,"Rioja, La",Industria,2007,..
17,"Rioja, La",Industria,2006,..
17,"Rioja, La",Industria,2005,..
17,"Rioja, La",Industria,2004,..
17,"Rioja, La",Industria,2003,..
17,"Rioja, La",Industria,2002,..
17,"Rioja, La",Industria,2001,..
17,"Rioja, La",Industria,2000,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2022,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2020,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2018,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2016,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2014,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2013,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2012,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2011,"0,0"
17,"Rioja, La",Jardines y zonas deportivas de ocio,2010,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2009,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2008,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2007,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2006,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2005,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2004,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2003,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2002,..
17,"Rioja, La",Jardines y zonas deportivas de ocio,2001,..
